player,nationality,position,age,club,league,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors
Damian van Bruggen,NED,DF,27.0,Almere City,Eredivisie,27.8,29.0,17,14.0,15.0,0.0,14.0,24.0,58.3,10.0,33.0,23.0,10.0,56,85.0,118.0,1.0
Nordin Bakker,NED,GK,25.0,Almere City,Eredivisie,28.8,2.0,2,2.0,0.0,0.0,2.0,6.0,33.3,4.0,0.0,0.0,0.0,0,2.0,17.0,1.0
Stije Resink,NED,MF,20.0,Almere City,Eredivisie,28.6,74.0,42,29.0,31.0,14.0,35.0,69.0,50.7,34.0,40.0,7.0,33.0,30,104.0,60.0,1.0
Sherel Floranus,CUW,DF,24.0,Almere City,Eredivisie,28.0,57.0,38,35.0,18.0,4.0,31.0,61.0,50.8,30.0,39.0,13.0,26.0,38,95.0,75.0,1.0
Jochem van de Kamp,NED,"DF,MF",19.0,Almere City,Eredivisie,21.1,50.0,32,20.0,21.0,9.0,23.0,51.0,45.1,28.0,23.0,5.0,18.0,35,85.0,31.0,0.0
Joey Jacobs,NED,DF,23.0,Almere City,Eredivisie,21.8,57.0,37,33.0,20.0,4.0,32.0,51.0,62.7,19.0,19.0,6.0,13.0,26,83.0,67.0,0.0
Rajiv van La Parra,NED,"FW,MF",32.0,Almere City,Eredivisie,20.0,24.0,15,10.0,8.0,6.0,6.0,22.0,27.3,16.0,19.0,3.0,16.0,1,25.0,8.0,0.0
Théo Barbet,FRA,DF,22.0,Almere City,Eredivisie,20.2,22.0,11,13.0,6.0,3.0,15.0,27.0,55.6,12.0,24.0,9.0,15.0,24,46.0,82.0,0.0
Yoann Cathline,FRA,"DF,FW",21.0,Almere City,Eredivisie,19.1,28.0,23,10.0,9.0,9.0,11.0,22.0,50.0,11.0,14.0,0.0,14.0,9,37.0,8.0,0.0
Kornelius Hansen,NOR,FW,22.0,Almere City,Eredivisie,15.4,11.0,3,2.0,5.0,4.0,4.0,20.0,20.0,16.0,14.0,1.0,13.0,1,12.0,7.0,0.0
Hamdi Akujobi,NED,"DF,FW",23.0,Almere City,Eredivisie,17.3,39.0,29,23.0,13.0,3.0,11.0,24.0,45.8,13.0,35.0,11.0,24.0,16,55.0,33.0,0.0
Álvaro Peña,ESP,MF,31.0,Almere City,Eredivisie,12.5,19.0,11,7.0,9.0,3.0,7.0,23.0,30.4,16.0,15.0,3.0,12.0,9,28.0,4.0,0.0
Loïc Mbe Soh,FRA,DF,22.0,Almere City,Eredivisie,14.0,17.0,11,10.0,6.0,1.0,12.0,16.0,75.0,4.0,14.0,12.0,2.0,14,31.0,65.0,1.0
Manu Royo,ESP,DF,29.0,Almere City,Eredivisie,7.4,16.0,9,7.0,6.0,3.0,8.0,13.0,61.5,5.0,8.0,0.0,8.0,4,20.0,14.0,0.0
Yann Kitala,RDC,FW,25.0,Almere City,Eredivisie,5.3,4.0,3,1.0,2.0,1.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,0,4.0,3.0,0.0
Samuel Şahin-Radlinger,AUT,GK,30.0,Almere City,Eredivisie,5.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0.0
Lance Duijvestijn,NED,"MF,FW",24.0,Almere City,Eredivisie,5.0,5.0,3,2.0,1.0,2.0,3.0,16.0,18.8,13.0,5.0,1.0,4.0,3,8.0,2.0,0.0
Anthony Limbombe,BEL,FW,29.0,Almere City,Eredivisie,2.0,1.0,0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,2.0,0.0,0.0
Adi Nalic,BIH,"FW,MF",25.0,Almere City,Eredivisie,2.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,0,0.0,3.0,0.0
Jason Van Duiven,NED,"FW,MF",18.0,Almere City,Eredivisie,3.2,2.0,1,0.0,0.0,2.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,0,2.0,4.0,0.0
Milan Corryn,BEL,"MF,FW",24.0,Almere City,Eredivisie,1.8,4.0,3,3.0,0.0,1.0,4.0,5.0,80.0,1.0,4.0,2.0,2.0,3,7.0,3.0,0.0
José Pascual Alba Seva,ESP,FW,23.0,Almere City,Eredivisie,1.5,2.0,1,2.0,0.0,0.0,2.0,3.0,66.7,1.0,5.0,0.0,5.0,1,3.0,2.0,0.0
Christopher Mamengi,NED,"DF,FW",22.0,Almere City,Eredivisie,0.8,4.0,2,4.0,0.0,0.0,1.0,2.0,50.0,1.0,4.0,2.0,2.0,4,8.0,6.0,0.0
Faiz Mattoir,COM,"FW,MF",23.0,Almere City,Eredivisie,0.6,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,1.0,1.0,0.0
Danny Post,NED,"MF,DF",34.0,Almere City,Eredivisie,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0
Marcelencio Esajas,NED,"MF,FW",21.0,Almere City,Eredivisie,0.4,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
Jeffrey Puriel,NED,FW,20.0,Almere City,Eredivisie,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Michael Brouwer,NED,GK,30.0,Heracles Almelo,Eredivisie,34.0,2.0,0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,1,3.0,14.0,2.0
Brian De Keersmaecker,BEL,MF,23.0,Heracles Almelo,Eredivisie,32.8,83.0,57,56.0,21.0,6.0,42.0,92.0,45.7,50.0,70.0,26.0,44.0,48,131.0,64.0,1.0
Justin Hoogma,NED,DF,25.0,Heracles Almelo,Eredivisie,28.7,48.0,30,35.0,9.0,4.0,26.0,38.0,68.4,12.0,44.0,27.0,17.0,17,65.0,108.0,0.0
Emil Hansson,SWE,"FW,MF",25.0,Heracles Almelo,Eredivisie,20.9,13.0,6,6.0,2.0,5.0,7.0,26.0,26.9,19.0,5.0,0.0,5.0,1,14.0,16.0,0.0
Bryan Limbombe,BEL,"FW,MF",22.0,Heracles Almelo,Eredivisie,19.3,17.0,9,7.0,2.0,8.0,9.0,21.0,42.9,12.0,16.0,2.0,14.0,4,21.0,9.0,0.0
Navajo Bakboord,NED,DF,24.0,Heracles Almelo,Eredivisie,18.7,43.0,29,30.0,13.0,0.0,23.0,49.0,46.9,26.0,33.0,9.0,24.0,17,60.0,49.0,1.0
Sven Sonnenberg,GER,DF,24.0,Heracles Almelo,Eredivisie,18.4,17.0,11,16.0,1.0,0.0,10.0,16.0,62.5,6.0,20.0,15.0,5.0,23,40.0,113.0,3.0
Anas Ouahim,GER,"MF,FW",25.0,Heracles Almelo,Eredivisie,13.5,37.0,21,15.0,17.0,5.0,16.0,46.0,34.8,30.0,10.0,3.0,7.0,11,48.0,8.0,0.0
Mario Engels,GER,"FW,MF",29.0,Heracles Almelo,Eredivisie,17.8,13.0,9,8.0,4.0,1.0,3.0,12.0,25.0,9.0,6.0,0.0,6.0,0,13.0,9.0,0.0
Jannes Wieckhoff,GER,DF,22.0,Heracles Almelo,Eredivisie,15.1,40.0,26,28.0,9.0,3.0,30.0,52.0,57.7,22.0,23.0,10.0,13.0,12,52.0,32.0,1.0
Fredrik Oppegard,NOR,DF,20.0,Heracles Almelo,Eredivisie,15.0,39.0,18,24.0,13.0,2.0,19.0,26.0,73.1,7.0,18.0,5.0,13.0,11,50.0,39.0,0.0
Jizz Hornkamp,NED,FW,25.0,Heracles Almelo,Eredivisie,14.3,12.0,7,2.0,5.0,5.0,1.0,6.0,16.7,5.0,13.0,5.0,8.0,3,15.0,16.0,0.0
Ruben Roosken,NED,"DF,FW",23.0,Heracles Almelo,Eredivisie,14.6,45.0,28,22.0,16.0,7.0,24.0,40.0,60.0,16.0,19.0,6.0,13.0,28,73.0,40.0,0.0
Ajdin Hrustic,AUS,"MF,FW",27.0,Heracles Almelo,Eredivisie,12.9,15.0,10,6.0,6.0,3.0,7.0,21.0,33.3,14.0,9.0,4.0,5.0,5,20.0,14.0,1.0
Mohamed Sankoh,NED,FW,19.0,Heracles Almelo,Eredivisie,12.1,5.0,4,0.0,3.0,2.0,0.0,3.0,0.0,3.0,8.0,0.0,8.0,1,6.0,5.0,0.0
Stijn Bultman,NED,DF,18.0,Heracles Almelo,Eredivisie,12.4,29.0,22,18.0,10.0,1.0,14.0,20.0,70.0,6.0,24.0,9.0,15.0,17,46.0,62.0,0.0
Jetro Willems,NED,DF,29.0,Heracles Almelo,Eredivisie,11.9,18.0,12,14.0,3.0,1.0,11.0,16.0,68.8,5.0,13.0,6.0,7.0,10,28.0,40.0,1.0
Jordy Bruijn,NED,MF,27.0,Heracles Almelo,Eredivisie,7.6,10.0,5,7.0,2.0,1.0,4.0,14.0,28.6,10.0,5.0,1.0,4.0,4,14.0,8.0,0.0
Kelvin Leerdam,SUR,DF,33.0,Heracles Almelo,Eredivisie,8.7,8.0,6,6.0,2.0,0.0,5.0,6.0,83.3,1.0,19.0,13.0,6.0,7,15.0,41.0,1.0
Thomas Bruns,NED,"MF,FW",31.0,Heracles Almelo,Eredivisie,12.0,24.0,16,11.0,10.0,3.0,13.0,25.0,52.0,12.0,14.0,3.0,11.0,6,30.0,9.0,0.0
Sem Scheperman,NED,"MF,DF",21.0,Heracles Almelo,Eredivisie,7.8,21.0,14,7.0,12.0,2.0,4.0,14.0,28.6,10.0,10.0,4.0,6.0,8,29.0,13.0,1.0
Marko Vejinović,NED,MF,33.0,Heracles Almelo,Eredivisie,7.5,39.0,14,17.0,20.0,2.0,16.0,33.0,48.5,17.0,30.0,7.0,23.0,10,49.0,38.0,0.0
Abdenego Nankishi,GER,FW,21.0,Heracles Almelo,Eredivisie,3.9,13.0,8,7.0,3.0,3.0,7.0,11.0,63.6,4.0,4.0,0.0,4.0,1,14.0,1.0,0.0
Sava Cestic,SRB,DF,22.0,Heracles Almelo,Eredivisie,2.3,3.0,2,2.0,1.0,0.0,3.0,4.0,75.0,1.0,7.0,6.0,1.0,6,9.0,11.0,0.0
Lasse Wehmeyer,GER,FW,20.0,Heracles Almelo,Eredivisie,1.9,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0,0.0,1.0,0.0
Antonio Satriano,ITA,FW,19.0,Heracles Almelo,Eredivisie,1.8,2.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0
Diego van Oorschot,NED,"MF,FW",18.0,Heracles Almelo,Eredivisie,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,1.0,0.0
Yassin Oukili,NED,MF,22.0,RKC Waalwijk,Eredivisie,31.0,95.0,53,48.0,36.0,11.0,41.0,67.0,61.2,26.0,41.0,13.0,28.0,30,125.0,70.0,1.0
Etienne Vaessen,SUR,GK,28.0,RKC Waalwijk,Eredivisie,29.4,2.0,1,2.0,0.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,0,2.0,15.0,3.0
Dario Van den Buijs,BEL,DF,27.0,RKC Waalwijk,Eredivisie,28.9,52.0,25,33.0,16.0,3.0,23.0,33.0,69.7,10.0,44.0,30.0,14.0,25,77.0,143.0,1.0
Julian Lelieveld,NED,DF,25.0,RKC Waalwijk,Eredivisie,26.9,79.0,58,56.0,14.0,9.0,48.0,92.0,52.2,44.0,30.0,2.0,28.0,28,107.0,78.0,2.0
Godfried Roemeratoe,CUW,MF,23.0,RKC Waalwijk,Eredivisie,25.9,57.0,31,27.0,28.0,2.0,25.0,42.0,59.5,17.0,39.0,16.0,23.0,29,86.0,51.0,1.0
Aaron Meijers,NED,DF,35.0,RKC Waalwijk,Eredivisie,25.6,60.0,29,39.0,18.0,3.0,39.0,77.0,50.6,38.0,32.0,13.0,19.0,30,90.0,78.0,0.0
Shawn Adewoye,BEL,DF,23.0,RKC Waalwijk,Eredivisie,26.0,36.0,24,23.0,9.0,4.0,22.0,33.0,66.7,11.0,57.0,36.0,21.0,32,68.0,169.0,1.0
Denilho Cleonise,NED,"FW,MF",21.0,RKC Waalwijk,Eredivisie,20.0,16.0,9,4.0,5.0,7.0,8.0,14.0,57.1,6.0,15.0,0.0,15.0,12,28.0,5.0,0.0
Chris Lokesa,BEL,"FW,MF",18.0,RKC Waalwijk,Eredivisie,22.9,30.0,13,9.0,13.0,8.0,11.0,37.0,29.7,26.0,14.0,2.0,12.0,13,43.0,18.0,0.0
Michiel Kramer,NED,FW,34.0,RKC Waalwijk,Eredivisie,20.3,4.0,2,0.0,4.0,0.0,1.0,7.0,14.3,6.0,7.0,4.0,3.0,0,4.0,32.0,0.0
David Min,NED,FW,24.0,RKC Waalwijk,Eredivisie,18.4,18.0,9,0.0,8.0,10.0,9.0,23.0,39.1,14.0,16.0,3.0,13.0,3,21.0,15.0,0.0
Reuven Niemeijer,NED,"MF,FW",28.0,RKC Waalwijk,Eredivisie,17.8,13.0,7,4.0,3.0,6.0,5.0,24.0,20.8,19.0,17.0,1.0,16.0,7,20.0,15.0,0.0
Juriën Gaari,CUW,DF,29.0,RKC Waalwijk,Eredivisie,18.3,41.0,23,30.0,9.0,2.0,31.0,48.0,64.6,17.0,17.0,7.0,10.0,20,61.0,72.0,2.0
Mats Seuntjens,NED,"FW,MF",31.0,RKC Waalwijk,Eredivisie,9.0,9.0,4,2.0,5.0,2.0,3.0,9.0,33.3,6.0,7.0,1.0,6.0,0,9.0,5.0,0.0
Kevin Felida,CUW,MF,23.0,RKC Waalwijk,Eredivisie,8.8,27.0,22,18.0,8.0,1.0,7.0,14.0,50.0,7.0,14.0,3.0,11.0,10,37.0,16.0,0.0
Zakaria Bakkali,BEL,"MF,FW",27.0,RKC Waalwijk,Eredivisie,8.0,16.0,9,10.0,3.0,3.0,6.0,12.0,50.0,6.0,6.0,0.0,6.0,2,18.0,2.0,0.0
Thierry Lutonda,BEL,DF,22.0,RKC Waalwijk,Eredivisie,8.0,28.0,14,22.0,5.0,1.0,12.0,25.0,48.0,13.0,13.0,2.0,11.0,18,46.0,33.0,0.0
Filip Stevanovic,SRB,"FW,MF",20.0,RKC Waalwijk,Eredivisie,6.9,12.0,9,6.0,3.0,3.0,6.0,15.0,40.0,9.0,3.0,0.0,3.0,3,15.0,4.0,0.0
Richonell Margaret,NED,"FW,MF",22.0,RKC Waalwijk,Eredivisie,9.3,19.0,8,7.0,6.0,6.0,5.0,11.0,45.5,6.0,9.0,1.0,8.0,8,27.0,5.0,0.0
Jeffrey Bruma,NED,DF,31.0,RKC Waalwijk,Eredivisie,4.4,4.0,4,3.0,1.0,0.0,2.0,3.0,66.7,1.0,12.0,8.0,4.0,4,8.0,21.0,1.0
Jeroen Houwen,NED,GK,27.0,RKC Waalwijk,Eredivisie,3.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0
Mark Spenkelink,NED,GK,26.0,RKC Waalwijk,Eredivisie,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0
Ilias Takidine,BEL,"FW,MF",22.0,RKC Waalwijk,Eredivisie,1.0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,2.0,0.0,0.0
Daouda Weidmann,CIV,"MF,DF",20.0,RKC Waalwijk,Eredivisie,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0
Patrick Vroegh,NED,MF,23.0,RKC Waalwijk,Eredivisie,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Stijn van Gassel,NED,GK,26.0,Excelsior,Eredivisie,34.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,14.0,4.0
Siebe Horemans,BEL,DF,25.0,Excelsior,Eredivisie,33.6,97.0,58,67.0,25.0,5.0,64.0,99.0,64.6,35.0,52.0,14.0,38.0,45,142.0,137.0,2.0
Julian Baas,NED,MF,21.0,Excelsior,Eredivisie,32.0,66.0,42,27.0,29.0,10.0,26.0,55.0,47.3,29.0,43.0,13.0,30.0,49,115.0,36.0,0.0
Arthur Zagre,FRA,DF,21.0,Excelsior,Eredivisie,25.7,76.0,48,58.0,14.0,4.0,31.0,47.0,66.0,16.0,39.0,12.0,27.0,43,119.0,60.0,3.0
Casper Widell,SWE,DF,20.0,Excelsior,Eredivisie,25.8,21.0,11,15.0,5.0,1.0,11.0,22.0,50.0,11.0,39.0,25.0,14.0,38,59.0,121.0,0.0
Redouan El Yaakoubi,NED,"DF,MF",27.0,Excelsior,Eredivisie,25.1,45.0,27,28.0,13.0,4.0,20.0,43.0,46.5,23.0,25.0,16.0,9.0,30,75.0,113.0,0.0
Couhaib Driouech,MAR,"FW,MF",21.0,Excelsior,Eredivisie,21.3,36.0,26,23.0,12.0,1.0,16.0,54.0,29.6,38.0,33.0,4.0,29.0,15,51.0,27.0,0.0
Lazaros Lamprou,GRE,"FW,MF",25.0,Excelsior,Eredivisie,18.0,15.0,10,8.0,5.0,2.0,4.0,17.0,23.5,13.0,18.0,0.0,18.0,11,26.0,18.0,0.0
Cisse Sandra,BEL,MF,19.0,Excelsior,Eredivisie,18.6,34.0,17,17.0,11.0,6.0,10.0,24.0,41.7,14.0,16.0,6.0,10.0,15,49.0,22.0,0.0
Troy Parrott,IRL,FW,21.0,Excelsior,Eredivisie,17.6,6.0,5,2.0,3.0,1.0,4.0,7.0,57.1,3.0,12.0,3.0,9.0,1,7.0,16.0,0.0
Kenzo Goudmijn,NED,"MF,FW",21.0,Excelsior,Eredivisie,17.4,33.0,18,16.0,11.0,6.0,17.0,31.0,54.8,14.0,21.0,4.0,17.0,12,45.0,16.0,0.0
Sven Nieuwpoort,NED,DF,30.0,Excelsior,Eredivisie,16.3,14.0,9,7.0,7.0,0.0,8.0,11.0,72.7,3.0,14.0,8.0,6.0,9,23.0,52.0,1.0
Derensili Fernandes,NED,"FW,MF",22.0,Excelsior,Eredivisie,14.3,20.0,11,8.0,7.0,5.0,9.0,25.0,36.0,16.0,16.0,0.0,16.0,9,29.0,16.0,0.0
Lance Duijvestijn,NED,"MF,FW",24.0,Excelsior,Eredivisie,12.2,20.0,14,10.0,9.0,1.0,9.0,18.0,50.0,9.0,16.0,3.0,13.0,10,30.0,10.0,0.0
Noah Naujoks,NED,"MF,FW",21.0,Excelsior,Eredivisie,11.7,24.0,14,9.0,12.0,3.0,8.0,20.0,40.0,12.0,19.0,3.0,16.0,9,33.0,19.0,0.0
Nikolas Agrafiotis,NED,FW,23.0,Excelsior,Eredivisie,8.4,12.0,7,2.0,6.0,4.0,4.0,8.0,50.0,4.0,3.0,1.0,2.0,1,13.0,13.0,0.0
Mimeirhel Benita,NED,DF,19.0,Excelsior,Eredivisie,10.5,26.0,17,19.0,4.0,3.0,14.0,20.0,70.0,6.0,15.0,5.0,10.0,17,43.0,33.0,1.0
Serano Seymor,NED,DF,21.0,Excelsior,Eredivisie,4.1,3.0,3,3.0,0.0,0.0,2.0,4.0,50.0,2.0,5.0,0.0,5.0,5,8.0,20.0,1.0
Kian Fitz-Jim,NED,MF,20.0,Excelsior,Eredivisie,4.4,12.0,9,2.0,7.0,3.0,3.0,13.0,23.1,10.0,3.0,0.0,3.0,5,17.0,6.0,0.0
Kik Pierie,NED,DF,23.0,Excelsior,Eredivisie,3.3,7.0,5,5.0,2.0,0.0,2.0,8.0,25.0,6.0,3.0,1.0,2.0,8,15.0,29.0,0.0
Siem de Moes,NED,DF,19.0,Excelsior,Eredivisie,3.2,9.0,5,7.0,2.0,0.0,7.0,13.0,53.8,6.0,8.0,5.0,3.0,8,17.0,13.0,0.0
Richie Omorowa,SWE,FW,19.0,Excelsior,Eredivisie,5.7,7.0,4,3.0,3.0,1.0,1.0,3.0,33.3,2.0,5.0,0.0,5.0,0,7.0,9.0,0.0
Oscar Uddenäs,SWE,"FW,MF",20.0,Excelsior,Eredivisie,5.2,9.0,6,4.0,4.0,1.0,6.0,12.0,50.0,6.0,2.0,0.0,2.0,2,11.0,12.0,0.0
Ian Smeulers,NED,DF,23.0,Excelsior,Eredivisie,2.0,5.0,5,4.0,1.0,0.0,4.0,5.0,80.0,1.0,4.0,1.0,3.0,7,12.0,7.0,0.0
Lennard Hartjes,NED,MF,20.0,Excelsior,Eredivisie,1.0,3.0,2,1.0,2.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,1,4.0,0.0,0.0
Mike van Duinen,NED,"FW,MF",31.0,Excelsior,Eredivisie,1.0,2.0,0,0.0,1.0,1.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,1,3.0,0.0,0.0
Jeremy Udenhout,NED,DF,20.0,Excelsior,Eredivisie,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
Damon Mirani,NED,"MF,DF",27.0,Volendam,Eredivisie,32.0,48.0,29,34.0,13.0,1.0,25.0,56.0,44.6,31.0,57.0,32.0,25.0,41,89.0,146.0,2.0
Mio Backhaus,GER,GK,19.0,Volendam,Eredivisie,32.0,2.0,2,2.0,0.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,1,3.0,21.0,1.0
Benaissa Benamar,MAR,DF,26.0,Volendam,Eredivisie,25.2,30.0,19,21.0,9.0,0.0,18.0,39.0,46.2,21.0,39.0,31.0,8.0,24,54.0,93.0,1.0
Milan de Haan,NED,MF,19.0,Volendam,Eredivisie,24.1,48.0,31,22.0,17.0,9.0,23.0,61.0,37.7,38.0,31.0,8.0,23.0,11,59.0,43.0,1.0
Bilal Ould-Chikh,MAR,"FW,MF",26.0,Volendam,Eredivisie,23.6,16.0,9,11.0,3.0,2.0,8.0,22.0,36.4,14.0,10.0,0.0,10.0,5,21.0,8.0,0.0
Josh Flint,ENG,DF,22.0,Volendam,Eredivisie,24.8,52.0,27,36.0,14.0,2.0,33.0,49.0,67.3,16.0,36.0,22.0,14.0,32,84.0,136.0,2.0
George Cox,ENG,"DF,MF",25.0,Volendam,Eredivisie,21.3,44.0,29,30.0,9.0,5.0,29.0,65.0,44.6,36.0,27.0,12.0,15.0,36,80.0,66.0,1.0
Calvin Twigt,NED,MF,20.0,Volendam,Eredivisie,22.7,44.0,24,21.0,16.0,7.0,18.0,43.0,41.9,25.0,31.0,6.0,25.0,19,63.0,48.0,0.0
Brian Plat,NED,DF,23.0,Volendam,Eredivisie,22.0,91.0,59,59.0,30.0,2.0,50.0,83.0,60.2,33.0,35.0,11.0,24.0,28,119.0,68.0,0.0
Oskar Buur,DEN,DF,25.0,Volendam,Eredivisie,18.3,42.0,28,24.0,12.0,6.0,25.0,42.0,59.5,17.0,14.0,6.0,8.0,13,55.0,52.0,0.0
Robert Mühren,NED,FW,34.0,Volendam,Eredivisie,16.5,15.0,8,9.0,3.0,3.0,9.0,14.0,64.3,5.0,5.0,0.0,5.0,7,22.0,12.0,0.0
Zach Booth,USA,"MF,FW",19.0,Volendam,Eredivisie,17.3,16.0,8,5.0,8.0,3.0,2.0,16.0,12.5,14.0,11.0,1.0,10.0,8,24.0,16.0,0.0
Darius Johnson,GRN,"FW,MF",23.0,Volendam,Eredivisie,13.3,11.0,8,4.0,5.0,2.0,5.0,18.0,27.8,13.0,13.0,1.0,12.0,11,22.0,13.0,0.0
Deron Payne,NED,DF,20.0,Volendam,Eredivisie,9.6,33.0,20,19.0,13.0,1.0,16.0,31.0,51.6,15.0,18.0,3.0,15.0,16,49.0,34.0,0.0
Robin Maulun,FRA,MF,26.0,Volendam,Eredivisie,7.8,5.0,2,1.0,3.0,1.0,2.0,7.0,28.6,5.0,3.0,0.0,3.0,4,9.0,7.0,0.0
Luke Le Roux,RSA,MF,23.0,Volendam,Eredivisie,9.7,30.0,18,20.0,8.0,2.0,9.0,25.0,36.0,16.0,13.0,4.0,9.0,9,39.0,19.0,0.0
Lequincio Zeefuik,NED,"FW,MF",18.0,Volendam,Eredivisie,8.6,7.0,4,1.0,5.0,1.0,1.0,2.0,50.0,1.0,11.0,0.0,11.0,1,8.0,9.0,0.0
Garang Kuol,AUS,"FW,MF",18.0,Volendam,Eredivisie,7.6,12.0,5,7.0,2.0,3.0,8.0,16.0,50.0,8.0,10.0,0.0,10.0,2,14.0,1.0,1.0
Xavier Mbuyamba,NED,DF,21.0,Volendam,Eredivisie,6.7,13.0,4,7.0,5.0,1.0,8.0,11.0,72.7,3.0,14.0,5.0,9.0,14,27.0,37.0,1.0
Vivaldo Semedo,POR,FW,18.0,Volendam,Eredivisie,7.0,2.0,1,0.0,2.0,0.0,0.0,3.0,0.0,3.0,5.0,2.0,3.0,0,2.0,4.0,0.0
Achraf Douiri,NED,"DF,FW",23.0,Volendam,Eredivisie,3.8,14.0,10,7.0,5.0,2.0,9.0,14.0,64.3,5.0,2.0,0.0,2.0,6,20.0,5.0,0.0
Bram van Driel,NED,MF,18.0,Volendam,Eredivisie,2.6,8.0,7,4.0,3.0,1.0,5.0,9.0,55.6,4.0,3.0,1.0,2.0,3,11.0,6.0,0.0
Derry Murkin,ENG,DF,24.0,Volendam,Eredivisie,2.0,5.0,2,3.0,2.0,0.0,2.0,6.0,33.3,4.0,2.0,0.0,2.0,4,9.0,7.0,0.0
Daryl van Mieghem,NED,MF,33.0,Volendam,Eredivisie,1.7,2.0,0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0
Joey Antonioli,NED,MF,19.0,Volendam,Eredivisie,1.1,1.0,1,1.0,0.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0,1.0,0.0,0.0
Imran Nazih,MAR,MF,17.0,Volendam,Eredivisie,1.0,3.0,0,1.0,1.0,1.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0,3.0,0.0,0.0
Barry Lauwers,NED,GK,23.0,Volendam,Eredivisie,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0
Kayne van Oevelen,NED,GK,19.0,Volendam,Eredivisie,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
Axel Guessand,FRA,DF,18.0,Volendam,Eredivisie,0.5,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,2.0,1.0,0.0
Quincy Hoeve,BOE,"FW,MF",20.0,Volendam,Eredivisie,3.9,2.0,1,1.0,0.0,1.0,1.0,4.0,25.0,3.0,4.0,1.0,3.0,0,2.0,2.0,0.0
Safouane Karim,NED,"MF,FW",19.0,Volendam,Eredivisie,2.6,9.0,5,2.0,4.0,3.0,4.0,6.0,66.7,2.0,7.0,2.0,5.0,3,12.0,1.0,0.0
Ibrahim El Kadiri,NED,FW,21.0,Volendam,Eredivisie,0.9,2.0,2,1.0,0.0,1.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,0,2.0,1.0,0.0
Ezechiel Fiemawhle,NED,"MF,FW",19.0,Volendam,Eredivisie,0.4,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,1.0,0.0
