player,nationality,position,age,club,league,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
Saïmon Bouabré,FRA,MF,17,Monaco,Ligue 1,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Antonin Cartillier,FRA,DF,19,Monaco,Ligue 1,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Lucas Michel,FRA,FW,19,Monaco,Ligue 1,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Brendan Chardonnet,FRA,DF,28,Brest,Ligue 1,33.0,1,18,3.0,16.7,0.55,0.09,0.06,0.33,11.3,0.0,0,0,1.5,1.5,0.08,-0.5,-0.5
Kenny Lala,MAD,DF,31,Brest,Ligue 1,33.0,2,14,7.0,50.0,0.42,0.21,0.14,0.29,26.3,4.0,0,0,0.5,0.5,0.03,1.5,1.5
Bradley Locko,FRA,DF,21,Brest,Ligue 1,32.9,0,12,2.0,16.7,0.36,0.06,0.0,0.0,26.8,0.0,0,0,0.3,0.3,0.02,-0.3,-0.3
Marco Bizot,NED,GK,32,Brest,Ligue 1,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Lilian Brassier,FRA,DF,23,Brest,Ligue 1,29.7,3,12,3.0,25.0,0.4,0.1,0.25,1.0,16.3,0.0,0,0,1.1,1.1,0.09,1.9,1.9
Romain Del Castillo,FRA,FW,27,Brest,Ligue 1,27.7,8,37,14.0,37.8,1.33,0.5,0.14,0.36,20.3,3.0,3,3,5.2,2.9,0.08,2.8,2.1
Hugo Magnetti,FRA,MF,25,Brest,Ligue 1,26.0,2,36,10.0,27.8,1.38,0.38,0.06,0.2,23.9,0.0,0,0,2.4,2.4,0.07,-0.4,-0.4
Pierre Lees-Melou,FRA,MF,30,Brest,Ligue 1,28.0,4,52,13.0,25.0,1.86,0.46,0.08,0.31,22.8,0.0,0,0,2.4,2.4,0.05,1.6,1.6
Mahdi Camara,FRA,MF,25,Brest,Ligue 1,22.4,7,41,13.0,31.7,1.83,0.58,0.15,0.46,16.6,0.0,1,1,4.9,4.1,0.1,2.1,1.9
Martin Satriano,URU,FW,22,Brest,Ligue 1,20.7,4,63,20.0,31.7,3.04,0.97,0.06,0.2,16.2,0.0,0,0,6.1,6.1,0.1,-2.1,-2.1
Steve Mounié,BEN,FW,28,Brest,Ligue 1,19.7,6,60,25.0,41.7,3.05,1.27,0.1,0.24,11.4,0.0,0,0,8.9,8.9,0.15,-2.9,-2.9
Jérémy Le Douaron,FRA,FW,25,Brest,Ligue 1,18.0,4,50,19.0,38.0,2.78,1.06,0.08,0.21,13.2,0.0,0,0,6.2,6.2,0.12,-2.2,-2.2
Mathias Pereira Lage,POR,"FW,MF",26,Brest,Ligue 1,13.2,3,36,16.0,44.4,2.73,1.21,0.08,0.19,17.9,4.0,0,0,3.5,3.5,0.1,-0.5,-0.5
Jonas Martin,FRA,MF,33,Brest,Ligue 1,13.4,0,10,3.0,30.0,0.75,0.22,0.0,0.0,17.7,0.0,0,0,1.2,1.2,0.12,-1.2,-1.2
Kamory Doumbia,MLI,MF,20,Brest,Ligue 1,9.8,6,25,11.0,44.0,2.56,1.13,0.24,0.55,17.1,0.0,0,0,4.2,4.2,0.17,1.8,1.8
Julien Le Cardinal,FRA,DF,25,Brest,Ligue 1,5.3,0,4,2.0,50.0,0.76,0.38,0.0,0.0,17.3,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3
Grégoire Coudert,FRA,GK,24,Brest,Ligue 1,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Bilal Brahimi,ALG,"FW,MF",23,Brest,Ligue 1,2.5,0,4,2.0,50.0,1.63,0.81,0.0,0.0,24.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Achraf Dari,MAR,"DF,FW",24,Brest,Ligue 1,1.3,0,1,1.0,100.0,0.74,0.74,0.0,0.0,14.4,0.0,0,0,0.0,0.0,0.05,0.0,0.0
Jordan Amavi,FRA,DF,29,Brest,Ligue 1,1.0,1,1,1.0,100.0,0.99,0.99,1.0,1.0,26.9,1.0,0,0,0.1,0.1,0.1,0.9,0.9
Axel Camblan,FRA,FW,19,Brest,Ligue 1,1.0,0,2,0.0,0.0,2.0,0.0,0.0,0.0,9.1,0.0,0,0,0.2,0.2,0.12,-0.2,-0.2
Adrien Lebeau,FRA,"MF,FW",24,Brest,Ligue 1,0.6,0,2,0.0,0.0,3.33,0.0,0.0,0.0,30.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Karamoko Dembele,SCO,"MF,FW",20,Brest,Ligue 1,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Luc Zogbé,CIV,DF,18,Brest,Ligue 1,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Hianga Mananga Mbock,FRA,"MF,FW",23,Brest,Ligue 1,0.1,0,1,0.0,0.0,10.0,0.0,0.0,0.0,12.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Lucas Chevalier,FRA,GK,21,Lille,Ligue 1,33.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Leny Yoro,FRA,DF,17,Lille,Ligue 1,29.7,2,14,8.0,57.1,0.47,0.27,0.14,0.25,9.6,0.0,0,0,1.5,1.5,0.11,0.5,0.5
Jonathan David,CAN,FW,23,Lille,Ligue 1,29.2,19,76,43.0,56.6,2.6,1.47,0.22,0.4,14.1,0.0,2,3,17.5,15.0,0.2,1.5,2.0
Angel Gomes,ENG,MF,22,Lille,Ligue 1,28.6,0,34,7.0,20.6,1.19,0.25,0.0,0.0,23.6,5.0,0,0,2.0,2.0,0.06,-2.0,-2.0
Benjamin André,FRA,MF,32,Lille,Ligue 1,28.6,4,23,9.0,39.1,0.81,0.32,0.17,0.44,17.0,0.0,0,0,2.6,2.6,0.11,1.4,1.4
Ismaily,BRA,DF,33,Lille,Ligue 1,27.4,1,7,4.0,57.1,0.26,0.15,0.14,0.25,17.9,0.0,0,0,0.3,0.3,0.04,0.7,0.7
Tiago santos,POR,DF,21,Lille,Ligue 1,26.3,1,33,7.0,21.2,1.26,0.27,0.03,0.14,22.5,0.0,0,0,1.4,1.4,0.04,-0.4,-0.4
Edon Zhegrova,KVX,FW,24,Lille,Ligue 1,25.4,6,82,29.0,35.4,3.23,1.14,0.07,0.21,20.3,8.0,0,0,6.2,6.2,0.08,-0.2,-0.2
Alexsandro Ribeiro,BRA,DF,23,Lille,Ligue 1,24.7,0,17,2.0,11.8,0.69,0.08,0.0,0.0,10.9,0.0,0,0,2.0,2.0,0.12,-2.0,-2.0
Nabil Bentaleb,ALG,MF,28,Lille,Ligue 1,21.9,0,10,2.0,20.0,0.46,0.09,0.0,0.0,29.3,1.0,0,0,0.4,0.4,0.04,-0.4,-0.4
Bafodé Diakité,FRA,DF,22,Lille,Ligue 1,18.8,5,16,7.0,43.8,0.85,0.37,0.31,0.71,8.7,0.0,0,0,2.0,2.0,0.13,3.0,3.0
Yusuf Yazıcı,TUR,"MF,FW",26,Lille,Ligue 1,14.6,5,40,14.0,35.0,2.74,0.96,0.13,0.36,16.5,6.0,0,0,5.4,5.4,0.14,-0.4,-0.4
Hákon Arnar Haraldsson,ISL,"FW,MF",20,Lille,Ligue 1,14.3,2,12,6.0,50.0,0.84,0.42,0.17,0.33,18.2,0.0,0,0,0.8,0.8,0.06,1.2,1.2
Rémy Cabella,FRA,"FW,MF",33,Lille,Ligue 1,16.4,2,33,14.0,42.4,2.01,0.85,0.06,0.14,15.5,0.0,0,0,5.2,5.2,0.16,-3.2,-3.2
Gabriel Gudmundsson,SWE,"DF,FW",24,Lille,Ligue 1,14.1,1,15,5.0,33.3,1.07,0.36,0.07,0.2,17.5,0.0,0,0,1.1,1.1,0.07,-0.1,-0.1
Ivan Cavaleiro,POR,FW,29,Lille,Ligue 1,8.6,1,11,3.0,27.3,1.29,0.35,0.09,0.33,13.4,0.0,0,0,1.3,1.3,0.12,-0.3,-0.3
Adam Ounas,ALG,FW,26,Lille,Ligue 1,4.6,1,9,3.0,33.3,1.94,0.65,0.11,0.33,18.6,1.0,0,0,0.6,0.6,0.07,0.4,0.4
Samuel Umtiti,FRA,DF,29,Lille,Ligue 1,2.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Ayyoub Bouaddi,FRA,MF,15,Lille,Ligue 1,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Vito Mannone,ITA,GK,35,Lille,Ligue 1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Alan Virginius,FRA,FW,20,Lille,Ligue 1,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Carlos Baleba,CMR,MF,19,Lille,Ligue 1,0.7,0,2,1.0,50.0,2.95,1.48,0.0,0.0,30.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Ignacio Miramon,ARG,MF,20,Lille,Ligue 1,0.4,0,2,1.0,50.0,4.62,2.31,0.0,0.0,29.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Tiago Fonseca Morais,POR,FW,19,Lille,Ligue 1,0.5,0,1,0.0,0.0,1.96,0.0,0.0,0.0,13.0,0.0,0,0,0.4,0.4,0.36,-0.4,-0.4
Trévis Dago,CIV,"FW,MF",18,Lille,Ligue 1,0.3,0,1,0.0,0.0,3.91,0.0,0.0,0.0,9.5,0.0,0,0,0.0,0.0,0.04,0.0,0.0
Andrej Ilic,SRB,FW,23,Lille,Ligue 1,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Ichem Ferrah,FRA,FW,17,Lille,Ligue 1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Aaron Malouda,FRA,FW,17,Lille,Ligue 1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Marcin Bułka,POL,GK,23,Nice,Ligue 1,34.0,0,1,0.0,0.0,0.03,0.0,0.0,0.0,7.5,0.0,0,0,0.1,0.1,0.13,-0.1,-0.1
Dante,BRA,DF,39,Nice,Ligue 1,31.6,1,15,5.0,33.3,0.47,0.16,0.07,0.2,13.9,0.0,0,0,0.9,0.9,0.06,0.1,0.1
Melvin Bard,FRA,DF,22,Nice,Ligue 1,29.5,1,15,5.0,33.3,0.51,0.17,0.07,0.2,24.6,2.0,0,0,0.5,0.5,0.04,0.5,0.5
Jean-Clair Todibo,FRA,DF,23,Nice,Ligue 1,29.5,0,9,1.0,11.1,0.31,0.03,0.0,0.0,17.9,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6
Khéphren Thuram,FRA,MF,22,Nice,Ligue 1,23.4,1,39,11.0,28.2,1.67,0.47,0.03,0.09,18.3,0.0,0,0,3.4,3.4,0.09,-2.4,-2.4
Jeremie Boga,CIV,FW,26,Nice,Ligue 1,22.2,6,39,19.0,48.7,1.76,0.86,0.15,0.32,16.7,4.0,0,0,4.3,4.3,0.11,1.7,1.7
Morgan Sanson,FRA,MF,28,Nice,Ligue 1,21.8,2,41,9.0,22.0,1.88,0.41,0.05,0.22,20.6,1.0,0,0,3.3,3.3,0.08,-1.3,-1.3
Terem Moffi,NGA,FW,24,Nice,Ligue 1,21.7,11,46,20.0,43.5,2.12,0.92,0.17,0.4,15.4,0.0,3,3,10.7,8.3,0.18,0.3,-0.3
Gaëtan Laborde,FRA,"FW,MF",29,Nice,Ligue 1,21.2,5,62,22.0,35.5,2.93,1.04,0.06,0.18,16.0,2.0,1,2,7.7,6.1,0.1,-2.7,-2.1
Pablo Rosario,NED,"MF,DF",26,Nice,Ligue 1,22.3,0,16,2.0,12.5,0.72,0.09,0.0,0.0,13.1,0.0,0,0,1.2,1.2,0.08,-1.2,-1.2
Jordan Lotomba,SUI,DF,24,Nice,Ligue 1,20.0,1,11,2.0,18.2,0.55,0.1,0.09,0.5,15.5,0.0,0,0,0.9,0.9,0.08,0.1,0.1
Youssouf Ndayishimiye,BDI,"MF,DF",24,Nice,Ligue 1,19.0,0,14,3.0,21.4,0.74,0.16,0.0,0.0,16.0,0.0,0,0,1.2,1.2,0.08,-1.2,-1.2
Hicham Boudaoui,ALG,MF,23,Nice,Ligue 1,17.9,2,29,6.0,20.7,1.62,0.33,0.07,0.33,15.4,0.0,0,0,3.3,3.3,0.11,-1.3,-1.3
Evann Guessand,FRA,FW,22,Nice,Ligue 1,17.3,6,46,20.0,43.5,2.67,1.16,0.09,0.2,12.4,0.0,2,2,8.4,6.8,0.15,-2.4,-2.8
Mohamed Ali Cho,FRA,FW,19,Nice,Ligue 1,9.6,1,18,6.0,33.3,1.88,0.63,0.06,0.17,21.1,0.0,0,0,1.1,1.1,0.06,-0.1,-0.1
Sofiane Diop,FRA,FW,23,Nice,Ligue 1,5.5,0,14,6.0,42.9,2.53,1.08,0.0,0.0,20.7,2.0,0,0,1.2,1.2,0.09,-1.2,-1.2
Youcef Atal,ALG,DF,27,Nice,Ligue 1,4.0,1,4,1.0,25.0,1.0,0.25,0.25,1.0,22.6,0.0,0,0,0.1,0.1,0.03,0.9,0.9
Alexis Claude-Maurice,FRA,MF,25,Nice,Ligue 1,5.6,0,18,6.0,33.3,3.21,1.07,0.0,0.0,25.1,1.0,0,0,0.8,0.8,0.04,-0.8,-0.8
Antoine Mendy,FRA,DF,19,Nice,Ligue 1,4.6,0,2,1.0,50.0,0.43,0.22,0.0,0.0,20.5,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Tom Louchet,FRA,"MF,DF",20,Nice,Ligue 1,4.5,1,2,1.0,50.0,0.44,0.22,0.5,1.0,11.4,0.0,0,0,1.0,1.0,0.51,0.0,0.0
Romain Perraud,FRA,"DF,FW",25,Nice,Ligue 1,4.1,0,2,0.0,0.0,0.49,0.0,0.0,0.0,31.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Badredine Bouanani,ALG,FW,18,Nice,Ligue 1,1.8,0,4,1.0,25.0,2.24,0.56,0.0,0.0,16.4,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
Aliou Badara Baldé,SEN,"FW,DF",20,Nice,Ligue 1,0.8,0,3,2.0,66.7,3.91,2.61,0.0,0.0,19.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Valentin Rosier,FRA,"DF,MF",26,Nice,Ligue 1,0.6,0,1,0.0,0.0,1.7,0.0,0.0,0.0,23.3,0.0,0,0,0.0,0.0,0.04,0.0,0.0
Reda Belahyane,FRA,MF,19,Nice,Ligue 1,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Daouda Traoré,FRA,MF,17,Nice,Ligue 1,0.2,0,1,0.0,0.0,5.63,0.0,0.0,0.0,18.1,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Bilal Brahimi,ALG,FW,23,Nice,Ligue 1,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Maxence Caqueret,FRA,MF,23,Lyon,Ligue 1,33.6,1,24,9.0,37.5,0.71,0.27,0.04,0.11,20.9,0.0,0,0,2.1,2.1,0.09,-1.1,-1.1
Anthony Lopes,POR,GK,32,Lyon,Ligue 1,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jake O'Brien,IRL,DF,22,Lyon,Ligue 1,26.3,4,18,8.0,44.4,0.68,0.3,0.22,0.5,7.4,0.0,0,0,3.6,3.6,0.2,0.4,0.4
Alexandre Lacazette,FRA,FW,32,Lyon,Ligue 1,25.5,19,60,33.0,55.0,2.35,1.3,0.28,0.52,14.0,6.0,2,2,11.4,9.8,0.17,7.6,7.2
Clinton Mata,ANG,DF,30,Lyon,Ligue 1,24.7,0,14,0.0,0.0,0.57,0.0,0.0,0.0,24.3,3.0,0,0,0.6,0.6,0.04,-0.6,-0.6
Nicolás Tagliafico,ARG,DF,30,Lyon,Ligue 1,23.6,3,15,6.0,40.0,0.64,0.25,0.2,0.5,13.7,0.0,0,0,2.6,2.6,0.17,0.4,0.4
Duje Ćaleta-Car,CRO,DF,26,Lyon,Ligue 1,22.1,0,7,1.0,14.3,0.32,0.05,0.0,0.0,10.1,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5
Ernest Nuamah,GHA,"FW,MF",19,Lyon,Ligue 1,20.4,3,43,20.0,46.5,2.11,0.98,0.07,0.15,18.0,3.0,0,0,4.0,4.0,0.09,-1.0,-1.0
Corentin Tolisso,FRA,MF,28,Lyon,Ligue 1,19.3,2,38,13.0,34.2,1.96,0.67,0.03,0.08,18.9,1.0,1,1,3.2,2.4,0.06,-1.2,-1.4
Rayan Cherki,FRA,"MF,FW",19,Lyon,Ligue 1,19.1,1,57,17.0,29.8,2.98,0.89,0.02,0.06,15.7,1.0,0,0,5.2,5.2,0.09,-4.2,-4.2
Ainsley Maitland-Niles,ENG,"DF,MF",25,Lyon,Ligue 1,15.9,1,17,5.0,29.4,1.07,0.31,0.0,0.0,13.9,0.0,1,1,3.0,2.2,0.16,-2.0,-2.2
Nemanja Matić,SRB,MF,34,Lyon,Ligue 1,13.9,0,6,2.0,33.3,0.43,0.14,0.0,0.0,20.1,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
Sinaly Diomande,CIV,DF,22,Lyon,Ligue 1,9.9,0,6,1.0,16.7,0.61,0.1,0.0,0.0,11.1,0.0,0,0,1.0,1.0,0.17,-1.0,-1.0
Saïd Benrahma,ALG,"FW,MF",27,Lyon,Ligue 1,8.6,3,25,9.0,36.0,2.92,1.05,0.12,0.33,21.5,2.0,0,0,1.6,1.6,0.06,1.4,1.4
Sael Kumbedi,FRA,DF,18,Lyon,Ligue 1,10.3,0,6,4.0,66.7,0.58,0.39,0.0,0.0,22.2,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Dejan Lovren,CRO,DF,34,Lyon,Ligue 1,8.0,0,6,4.0,66.7,0.75,0.5,0.0,0.0,12.5,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4
Henrique,BRA,DF,29,Lyon,Ligue 1,6.7,1,8,3.0,37.5,1.19,0.44,0.13,0.33,18.3,0.0,0,0,0.3,0.3,0.04,0.7,0.7
Skelly Alvero,FRA,MF,21,Lyon,Ligue 1,4.7,1,9,3.0,33.3,1.9,0.63,0.11,0.33,22.9,0.0,0,0,0.4,0.4,0.05,0.6,0.6
Gift Orban,NGA,FW,21,Lyon,Ligue 1,5.3,1,8,2.0,25.0,1.52,0.38,0.13,0.5,12.7,0.0,0,0,1.1,1.1,0.14,-0.1,-0.1
Malick Fofana,BEL,FW,18,Lyon,Ligue 1,6.2,3,9,7.0,77.8,1.45,1.13,0.33,0.43,14.2,0.0,0,0,1.8,1.8,0.2,1.2,1.2
Mama Samba Baldé,GNB,"FW,MF",27,Lyon,Ligue 1,6.1,2,17,9.0,52.9,2.78,1.47,0.12,0.22,14.2,0.0,0,0,3.4,3.4,0.2,-1.4,-1.4
Orel Mangala,BEL,MF,25,Lyon,Ligue 1,4.4,2,5,2.0,40.0,1.13,0.45,0.4,1.0,17.0,0.0,0,0,1.0,1.0,0.2,1.0,1.0
Mahamadou Diawara,FRA,MF,18,Lyon,Ligue 1,4.0,0,6,0.0,0.0,1.51,0.0,0.0,0.0,15.3,0.0,0,0,0.7,0.7,0.12,-0.7,-0.7
Paul Akouokou,CIV,MF,25,Lyon,Ligue 1,3.4,0,2,0.0,0.0,0.59,0.0,0.0,0.0,15.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Diego Moreira,POR,"FW,MF",18,Lyon,Ligue 1,3.0,0,5,2.0,40.0,1.67,0.67,0.0,0.0,11.3,0.0,0,0,0.7,0.7,0.14,-0.7,-0.7
Jeffinho,BRA,"FW,MF",23,Lyon,Ligue 1,3.4,1,11,3.0,27.3,3.21,0.88,0.09,0.33,17.0,0.0,0,0,1.0,1.0,0.09,0.0,0.0
Bradley Barcola,FRA,FW,20,Lyon,Ligue 1,3.0,0,2,0.0,0.0,0.67,0.0,0.0,0.0,18.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Rémy Riou,FRA,GK,35,Lyon,Ligue 1,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Tino Kadewere,ZIM,"FW,MF",27,Lyon,Ligue 1,3.3,0,6,1.0,16.7,1.82,0.3,0.0,0.0,17.9,0.0,0,0,0.7,0.7,0.11,-0.7,-0.7
Johann Lepenant,FRA,MF,20,Lyon,Ligue 1,2.8,0,4,2.0,50.0,1.42,0.71,0.0,0.0,26.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Amin Sarr,SWE,"FW,MF",22,Lyon,Ligue 1,1.1,0,5,2.0,40.0,4.59,1.84,0.0,0.0,13.5,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3
Chaim El Djebali,TUN,MF,19,Lyon,Ligue 1,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Mamadou Sarr,FRA,DF,17,Lyon,Ligue 1,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Adryelson,BRA,"DF,FW",25,Lyon,Ligue 1,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Mohamed El Arouch,FRA,FW,19,Lyon,Ligue 1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Brice Samba,FRA,GK,29,Lens,Ligue 1,33.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Facundo Medina,ARG,DF,24,Lens,Ligue 1,30.2,1,19,12.0,63.2,0.63,0.4,0.05,0.08,18.6,0.0,0,0,1.1,1.1,0.06,-0.1,-0.1
Kevin Danso,AUT,DF,24,Lens,Ligue 1,29.5,1,21,5.0,23.8,0.71,0.17,0.05,0.2,14.2,0.0,0,0,1.8,1.8,0.09,-0.8,-0.8
Florian Sotoca,FRA,"MF,FW",32,Lens,Ligue 1,28.9,7,65,18.0,27.7,2.25,0.62,0.05,0.17,15.5,0.0,4,4,9.1,5.9,0.09,-2.1,-2.9
Jonathan Gradit,FRA,DF,30,Lens,Ligue 1,23.5,1,5,1.0,20.0,0.21,0.04,0.2,1.0,13.8,0.0,0,0,0.3,0.3,0.07,0.7,0.7
Przemysław Frankowski,POL,DF,28,Lens,Ligue 1,24.4,3,29,8.0,27.6,1.19,0.33,0.07,0.25,21.7,2.0,1,2,3.7,2.1,0.08,-0.7,-0.1
Ruben Aguilar,FRA,DF,30,Lens,Ligue 1,21.4,1,12,4.0,33.3,0.56,0.19,0.08,0.25,16.1,0.0,0,0,1.4,1.4,0.12,-0.4,-0.4
Elye Wahi,FRA,FW,20,Lens,Ligue 1,18.8,9,59,30.0,50.8,3.14,1.6,0.14,0.27,13.3,0.0,1,1,11.5,10.7,0.18,-2.5,-2.7
Neil El Aynaoui,FRA,MF,22,Lens,Ligue 1,17.4,1,22,8.0,36.4,1.26,0.46,0.05,0.13,16.0,0.0,0,0,2.4,2.4,0.11,-1.4,-1.4
Salis Abdul Samed,GHA,MF,23,Lens,Ligue 1,16.9,0,5,0.0,0.0,0.3,0.0,0.0,0.0,21.6,0.0,0,0,0.8,0.8,0.17,-0.8,-0.8
David Pereira da Costa,POR,MF,22,Lens,Ligue 1,16.6,4,30,14.0,46.7,1.81,0.84,0.13,0.29,17.8,2.0,0,0,3.0,3.0,0.1,1.0,1.0
Angelo Fulgini,FRA,MF,26,Lens,Ligue 1,15.3,1,46,10.0,21.7,3.01,0.65,0.02,0.1,19.0,7.0,0,0,3.2,3.2,0.07,-2.2,-2.2
Andy Diouf,FRA,MF,20,Lens,Ligue 1,14.6,1,27,8.0,29.6,1.85,0.55,0.04,0.13,24.1,1.0,0,0,1.5,1.5,0.06,-0.5,-0.5
Adrien Thomasson,FRA,MF,29,Lens,Ligue 1,13.3,1,31,6.0,19.4,2.34,0.45,0.03,0.17,14.3,0.0,0,0,3.8,3.8,0.12,-2.8,-2.8
Deiver Machado,COL,DF,29,Lens,Ligue 1,12.5,4,16,8.0,50.0,1.28,0.64,0.25,0.5,18.2,1.0,0,0,1.7,1.7,0.1,2.3,2.3
Nampalys Mendy,SEN,MF,31,Lens,Ligue 1,11.7,0,7,2.0,28.6,0.6,0.17,0.0,0.0,26.5,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Wesley Saïd,FRA,"FW,MF",28,Lens,Ligue 1,11.3,7,45,18.0,40.0,3.97,1.59,0.16,0.39,13.6,0.0,0,0,5.7,5.7,0.13,1.3,1.3
Abduqodir Xusanov,UZB,DF,19,Lens,Ligue 1,9.0,0,5,2.0,40.0,0.56,0.22,0.0,0.0,18.8,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Massadio Haïdara,MLI,DF,30,Lens,Ligue 1,8.2,0,3,0.0,0.0,0.36,0.0,0.0,0.0,11.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Jhoanner Chávez,ECU,DF,21,Lens,Ligue 1,5.3,0,3,0.0,0.0,0.56,0.0,0.0,0.0,11.7,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3
Morgan Guilavogui,GUI,"FW,MF",25,Lens,Ligue 1,6.3,2,21,8.0,38.1,3.34,1.27,0.1,0.25,15.1,0.0,0,0,1.6,1.6,0.07,0.4,0.4
Stijn Spierings,NED,MF,27,Lens,Ligue 1,1.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jean-Louis Leca,FRA,GK,37,Lens,Ligue 1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Faitout Maouassa,FRA,"MF,DF",25,Lens,Ligue 1,0.8,0,3,2.0,66.7,3.55,2.37,0.0,0.0,19.1,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ayanda Sishuba,BEL,"MF,FW",18,Lens,Ligue 1,0.7,0,12,2.0,16.7,17.42,2.9,0.0,0.0,18.1,0.0,0,0,0.9,0.9,0.08,-0.9,-0.9
Julien Le Cardinal,FRA,DF,25,Lens,Ligue 1,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
