player,nationality,position,age,club,league,minutes_90s,Y,R,YR,fouls,fouled,offsides,crosses,interceptions,tklw,pens_won,pens_conceded,OG,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Tomás Costa Silva,POR,DF,23,Vizela,Primeira Liga,29.1,1,1,0,15,47,2,121,41,50,1,1,0,150,37,34,52.1
Fabijan Buntić,CRO,GK,26,Vizela,Primeira Liga,27.7,1,0,0,0,1,0,0,0,0,0,0,0,50,2,0,100.0
Anderson Jesus,BRA,DF,28,Vizela,Primeira Liga,27.7,5,0,0,39,20,2,0,23,26,0,0,0,69,70,45,60.9
Diogo Nascimento,POR,MF,20,Vizela,Primeira Liga,24.0,4,0,0,33,34,1,26,10,19,0,0,0,153,8,21,27.6
Matheus Pereira,BRA,"DF,FW",22,Vizela,Primeira Liga,23.3,10,0,0,46,66,2,88,20,16,0,1,1,140,12,24,33.3
Matías Lacava,VEN,"FW,MF",20,Vizela,Primeira Liga,14.8,7,2,2,38,25,4,39,6,19,0,0,0,70,7,17,29.2
Jota Gonçalves,POR,DF,23,Vizela,Primeira Liga,16.1,3,0,0,21,12,0,3,21,8,0,0,1,57,33,35,48.5
Orest Lebedenko,UKR,DF,24,Vizela,Primeira Liga,16.1,3,0,0,14,8,1,32,23,20,0,0,0,71,27,16,62.8
Bruno Wilson,POR,DF,26,Vizela,Primeira Liga,15.6,1,1,0,23,14,0,5,19,8,0,1,0,53,32,28,53.3
João Escoval,POR,DF,26,Vizela,Primeira Liga,15.2,7,0,0,22,3,0,3,14,10,0,1,0,48,37,19,66.1
Nuno Gonçalo Moreira,POR,"FW,MF",24,Vizela,Primeira Liga,10.7,1,0,0,10,18,3,46,10,9,1,1,0,53,4,11,26.7
Pedro Ortiz,ESP,MF,22,Vizela,Primeira Liga,10.2,7,0,0,22,9,0,3,7,15,0,0,0,62,10,5,66.7
Domingos Quina,POR,"FW,MF",23,Vizela,Primeira Liga,8.1,3,0,0,14,20,2,15,4,9,0,0,0,41,4,6,40.0
Alberto Soro,ESP,"FW,MF",24,Vizela,Primeira Liga,10.0,3,0,0,21,18,3,21,1,13,0,0,0,45,11,25,30.6
Jason Lokilo,BEL,"FW,MF",24,Vizela,Primeira Liga,7.8,0,0,0,3,13,0,22,0,3,0,0,0,25,3,3,50.0
Aleksandar Busnić,SRB,"MF,FW",25,Vizela,Primeira Liga,8.5,3,0,0,16,7,0,1,6,12,0,0,0,43,19,18,51.4
Rafael Bustamante,COL,MF,23,Vizela,Primeira Liga,7.9,2,0,0,9,5,0,3,12,9,0,0,0,52,8,8,50.0
Bruno Xavier Almeida Costa,POR,MF,26,Vizela,Primeira Liga,6.8,2,0,0,7,20,0,20,10,1,0,1,0,31,3,3,50.0
Francesco Ruberto,SUI,GK,30,Vizela,Primeira Liga,6.3,2,0,0,0,1,0,0,0,0,0,0,0,11,1,0,100.0
Sava Petrov,SRB,"FW,MF",25,Vizela,Primeira Liga,5.7,2,1,1,7,12,0,9,0,0,0,0,0,16,8,13,38.1
Hugo Oliveira,POR,"DF,MF",21,Vizela,Primeira Liga,5.5,0,0,0,1,7,0,19,8,6,0,0,0,25,5,5,50.0
Alexis Méndez,USA,"MF,FW",22,Vizela,Primeira Liga,4.1,1,0,0,3,4,4,20,2,5,0,0,0,29,2,11,15.4
Kiko Bondoso,POR,"FW,MF",27,Vizela,Primeira Liga,2.1,0,0,0,0,5,1,3,1,3,0,0,0,15,0,5,0.0
Abdul Awudu,GHA,"FW,MF",22,Vizela,Primeira Liga,2.1,1,0,0,5,2,0,3,0,3,0,0,0,8,3,4,42.9
Jardel,GNB,"FW,MF",25,Vizela,Primeira Liga,2.1,0,0,0,2,12,0,3,2,1,0,0,0,17,6,10,37.5
Dylan Saint-Louis,CGO,"FW,MF",28,Vizela,Primeira Liga,2.9,1,0,0,4,2,5,16,1,2,0,0,0,12,4,8,33.3
Amadou Ba-Sy,FRA,"FW,MF",22,Vizela,Primeira Liga,1.3,0,0,0,8,2,1,3,1,1,0,0,0,0,4,6,40.0
Osama Rashid,IRQ,"MF,FW",31,Vizela,Primeira Liga,0.3,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0.0
Iker Unzueta,ESP,FW,24,Vizela,Primeira Liga,0.3,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,100.0
Héctor,ESP,FW,27,Chaves,Primeira Liga,28.8,2,0,0,21,32,10,2,5,8,1,0,0,77,77,109,41.4
Hugo Souza,BRA,GK,24,Chaves,Primeira Liga,26.0,5,0,0,1,4,0,0,0,0,0,1,0,31,5,0,100.0
Kelechi Nwakali,NGA,MF,25,Chaves,Primeira Liga,23.0,3,0,0,21,37,0,101,19,29,0,0,0,150,9,11,45.0
João Pedro Araújo Correia,CPV,"DF,MF",26,Chaves,Primeira Liga,23.3,8,0,0,24,25,12,96,31,12,0,0,0,122,26,36,41.9
Ygor Nogueira,BRA,DF,28,Chaves,Primeira Liga,18.4,8,3,1,21,18,1,0,27,25,0,0,0,87,43,25,63.2
Sandro Cruz,POR,"DF,MF",22,Chaves,Primeira Liga,18.1,2,0,0,15,26,2,32,20,23,0,1,0,88,20,25,44.4
Rúben Tiago Rodrigues Ribeiro,POR,"FW,MF",35,Chaves,Primeira Liga,18.7,7,1,1,25,37,4,46,12,14,1,0,0,106,12,25,32.4
Vasco Fernandes,POR,DF,36,Chaves,Primeira Liga,16.8,6,0,0,17,15,2,2,9,14,0,0,0,44,22,17,56.4
Bruno Rodrigues,POR,DF,22,Chaves,Primeira Liga,15.0,4,0,0,19,5,0,0,18,8,0,0,0,59,19,16,54.3
Raphael Guzzo,POR,"MF,FW",28,Chaves,Primeira Liga,13.2,5,0,0,17,20,0,20,11,7,1,0,0,46,4,11,26.7
Steven Vitória,CAN,DF,36,Chaves,Primeira Liga,15.0,5,1,1,15,7,1,1,4,8,0,0,0,47,32,15,68.1
Ricardo Guimarães,MOZ,MF,27,Chaves,Primeira Liga,13.9,7,0,0,29,29,1,11,18,19,0,1,0,85,7,8,46.7
Junior Pius,NGA,DF,27,Chaves,Primeira Liga,12.8,6,2,1,22,18,0,9,18,33,0,2,0,72,30,17,63.8
Leandro Sanca,GNB,"FW,MF",23,Chaves,Primeira Liga,16.3,3,0,0,18,25,5,60,9,5,0,0,0,79,5,11,31.3
Dario Essugo,POR,MF,18,Chaves,Primeira Liga,12.9,3,0,0,25,29,0,1,21,19,0,1,0,75,17,8,68.0
Bruno Langa,MOZ,"DF,MF",25,Chaves,Primeira Liga,11.9,5,1,1,10,24,0,45,18,14,0,1,0,65,14,5,73.7
Carraça,POR,"DF,MF",30,Chaves,Primeira Liga,11.1,3,1,0,15,12,1,67,7,5,0,0,0,48,13,9,59.1
Benny,POR,"MF,FW",23,Chaves,Primeira Liga,14.1,1,0,0,14,12,1,81,6,3,0,0,0,51,5,14,26.3
Jo,BRA,"FW,MF",28,Chaves,Primeira Liga,11.3,1,0,0,38,39,8,5,1,6,1,0,0,26,70,51,57.9
Paulo Victor,BRA,"FW,MF",22,Chaves,Primeira Liga,9.1,8,0,0,29,24,5,14,6,8,0,0,0,22,17,36,32.1
Rodrigo Nascimento,BRA,GK,27,Chaves,Primeira Liga,7.0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,100.0
Thibang Phete,RSA,"DF,MF",29,Chaves,Primeira Liga,4.9,3,0,0,12,5,1,0,8,3,0,0,0,23,8,12,40.0
Hélder Morim,POR,"MF,DF",22,Chaves,Primeira Liga,7.3,2,0,0,16,19,0,11,8,8,0,0,0,34,6,10,37.5
João Pedro,POR,MF,30,Chaves,Primeira Liga,4.5,1,0,0,7,10,0,2,3,4,0,0,0,22,3,6,33.3
Habib sylla,CIV,DF,24,Chaves,Primeira Liga,4.5,2,0,0,5,3,0,24,1,2,0,1,0,20,4,4,50.0
Rúben Lameiras,POR,"FW,MF",28,Chaves,Primeira Liga,2.3,1,0,0,3,0,1,5,1,1,0,0,0,15,0,0,0.0
Abass Issah,GHA,"MF,FW",24,Chaves,Primeira Liga,3.4,1,0,0,8,9,2,10,0,0,0,0,0,10,1,2,33.3
João Queirós,POR,DF,25,Chaves,Primeira Liga,2.6,0,0,0,2,4,0,0,4,2,0,0,0,7,6,4,60.0
Pedro Pinho,POR,MF,23,Chaves,Primeira Liga,2.8,1,0,0,8,7,0,1,9,2,0,0,0,17,6,4,60.0
Gonçalo Filipe,POR,GK,23,Chaves,Primeira Liga,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rodrigo Melro,POR,DF,19,Chaves,Primeira Liga,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Franco Armani,ARG,GK,36,River Plate,Primera Division,26.0,2,0,0,1,1,0,0,0,2,0,1,0,21,5,0,100.0
Ignacio Fernández,ARG,"MF,FW",33,River Plate,Primera Division,19.8,4,0,0,25,60,1,80,10,23,1,0,0,119,9,13,40.9
Milton Casco,ARG,DF,34,River Plate,Primera Division,19.7,3,0,0,23,12,2,48,14,22,0,0,0,144,24,20,54.5
Enzo Díaz,ARG,DF,27,River Plate,Primera Division,20.8,7,0,0,36,44,4,43,21,36,2,0,0,144,33,31,51.6
Leandro González Pirez,ARG,DF,30,River Plate,Primera Division,19.6,3,0,0,18,20,0,1,41,31,0,0,0,105,44,27,62.0
Rodrigo Aliendro,ARG,MF,31,River Plate,Primera Division,18.0,3,0,0,19,26,0,7,17,36,1,0,0,152,20,34,37.0
Enzo Pérez,ARG,MF,36,River Plate,Primera Division,17.0,7,0,0,21,19,1,2,28,26,1,0,0,125,28,26,51.9
Ezequiel Barco,ARG,"FW,MF",23,River Plate,Primera Division,16.7,2,0,0,9,43,1,48,4,6,0,0,0,111,2,8,20.0
Lucas Beltrán,ARG,FW,21,River Plate,Primera Division,15.2,1,0,0,13,23,6,12,4,13,0,0,0,68,20,47,29.9
Nicolás De La Cruz,URU,"MF,FW",25,River Plate,Primera Division,12.2,3,0,0,17,32,2,49,5,18,0,0,0,81,12,8,60.0
Pablo Solari,ARG,"FW,MF",21,River Plate,Primera Division,13.6,5,0,0,16,10,12,48,7,14,1,0,0,62,9,17,34.6
Paulo Díaz,CHI,DF,28,River Plate,Primera Division,12.7,3,0,0,11,3,0,3,19,10,0,0,0,87,34,25,57.6
José Paradela,ARG,"MF,FW",24,River Plate,Primera Division,11.4,4,1,1,15,27,0,52,8,12,0,0,0,70,4,17,19.0
Robert Rojas,PAR,DF,26,River Plate,Primera Division,9.7,1,0,0,4,5,0,15,4,8,0,1,0,41,28,16,63.6
Marcelo Herrera,ARG,DF,24,River Plate,Primera Division,9.3,3,0,0,19,3,0,35,17,16,0,0,0,54,14,16,46.7
Miguel Borja,COL,FW,30,River Plate,Primera Division,9.1,2,0,0,10,9,12,4,0,4,0,0,0,21,22,29,43.1
Salomón Rondón,VEN,FW,33,River Plate,Primera Division,8.7,1,0,0,15,10,7,7,0,4,2,0,0,22,30,25,54.5
Agustín Palavecino,ARG,"MF,FW",26,River Plate,Primera Division,8.7,4,1,0,23,20,2,39,5,19,0,0,0,62,8,11,42.1
Emanuel Mammana,ARG,DF,26,River Plate,Primera Division,6.0,1,0,0,4,1,0,1,10,5,0,0,0,41,9,11,45.0
Jonatan Maidana,ARG,DF,37,River Plate,Primera Division,5.1,1,0,0,5,0,0,0,5,1,0,0,0,23,18,16,52.9
Elías Gómez,ARG,"DF,FW",28,River Plate,Primera Division,4.8,0,1,0,5,5,0,13,6,8,0,0,0,27,6,3,66.7
Matías Kranevitter,ARG,MF,29,River Plate,Primera Division,4.1,0,0,0,1,7,0,0,1,5,0,0,0,28,6,9,40.0
Santiago Simón,ARG,"MF,FW",20,River Plate,Primera Division,3.1,1,0,0,8,3,0,10,3,3,0,0,0,23,5,3,62.5
Ezequiel Centurión,ARG,GK,25,River Plate,Primera Division,1.0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
Matías Suárez,ARG,"FW,MF",34,River Plate,Primera Division,2.0,0,0,0,1,2,4,3,0,2,0,0,0,6,1,4,20.0
Franco Alfonso,ARG,"FW,MF",20,River Plate,Primera Division,0.9,0,0,0,2,2,0,2,0,1,0,0,0,6,2,2,50.0
Claudio Echeverri,ARG,"MF,DF",17,River Plate,Primera Division,0.8,0,0,0,1,3,0,2,0,2,0,0,0,4,0,0,0.0
Bruno Zuculini,ARG,MF,29,River Plate,Primera Division,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Héctor David Martínez,PAR,DF,25,River Plate,Primera Division,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Guido Herrera,ARG,GK,30,Talleres,Primera Division,27.0,2,0,0,0,9,0,0,1,1,0,0,0,18,8,1,88.9
Gastón Benavídez,ARG,DF,27,Talleres,Primera Division,26.0,4,0,0,23,29,1,37,26,45,0,1,0,149,21,21,50.0
Matías Catalán,CHI,DF,30,Talleres,Primera Division,25.2,3,0,0,15,5,1,12,27,17,0,0,0,162,82,53,60.7
Rodrigo Villagra,ARG,MF,21,Talleres,Primera Division,24.8,5,0,0,35,23,0,3,26,32,0,0,0,208,21,26,44.7
Rodrigo Garro,ARG,MF,25,Talleres,Primera Division,23.1,3,0,0,23,80,1,127,15,17,0,1,0,147,15,25,37.5
Michael Santos,URU,FW,29,Talleres,Primera Division,20.4,3,0,0,23,18,27,12,3,2,0,0,0,30,21,48,30.4
Ramón Sosa,PAR,FW,23,Talleres,Primera Division,16.7,2,0,0,20,25,3,39,5,6,2,0,0,92,27,32,45.8
Juan Portillo,ARG,DF,22,Talleres,Primera Division,15.8,5,1,0,23,10,0,9,16,25,0,0,0,93,25,22,53.2
Diego Valoyes,COL,FW,26,Talleres,Primera Division,17.9,3,0,0,32,27,2,31,10,24,0,0,0,91,36,26,58.1
Juan Rodríguez,ARG,DF,28,Talleres,Primera Division,15.6,6,0,0,11,7,2,0,21,21,0,1,0,121,38,27,58.5
Diego Ortegoza,ARG,MF,25,Talleres,Primera Division,8.8,5,0,0,27,7,0,13,6,16,0,0,0,54,7,15,31.8
Francisco Pizzini,ARG,FW,29,Talleres,Primera Division,12.9,2,0,0,14,22,2,11,12,21,0,0,1,75,11,24,31.4
Alan Franco,ECU,MF,24,Talleres,Primera Division,11.5,2,0,0,25,9,1,5,8,9,0,0,0,59,24,15,61.5
Lucas Suárez,ARG,DF,27,Talleres,Primera Division,11.0,3,1,1,14,11,0,3,17,17,0,0,0,64,40,29,58.0
Nicolás Pasquini,ARG,DF,32,Talleres,Primera Division,6.7,2,0,0,4,1,0,9,6,8,0,0,0,36,6,11,35.3
Valentín Depietri,ARG,"FW,MF",22,Talleres,Primera Division,5.8,2,0,0,10,7,1,19,2,4,0,0,0,32,9,13,40.9
Nahuel Bustos,ARG,"FW,MF",24,Talleres,Primera Division,8.1,3,0,0,14,12,2,4,0,2,0,0,0,16,8,12,40.0
Christian Oliva,URU,MF,26,Talleres,Primera Division,4.9,1,0,0,9,4,0,9,8,6,0,0,0,37,4,5,44.4
Tiago Palacios,ARG,DF,19,Talleres,Primera Division,1.9,1,0,0,2,0,0,0,2,1,0,0,0,9,2,4,33.3
Julio Buffarini,ARG,DF,34,Talleres,Primera Division,1.7,0,0,0,1,1,0,1,6,1,0,0,0,5,5,2,71.4
Maximiliano Álvez,ARG,FW,19,Talleres,Primera Division,2.0,0,0,0,1,2,1,11,0,1,0,0,0,6,4,6,40.0
Tomás Olmos,ARG,DF,18,Talleres,Primera Division,1.0,0,0,0,0,0,0,2,2,1,0,0,0,6,1,3,25.0
Angelo Martino,ARG,DF,24,Talleres,Primera Division,0.7,1,1,0,1,5,1,3,3,1,0,0,1,3,2,0,100.0
José Romero,ARG,"FW,MF",19,Talleres,Primera Division,1.9,0,0,0,2,3,0,2,0,0,0,0,0,8,2,8,20.0
Diego Barrera,ARG,FW,18,Talleres,Primera Division,1.4,1,0,0,3,2,0,6,1,4,1,0,0,6,1,3,25.0
Luis Sequeira,ARG,"MF,DF",20,Talleres,Primera Division,1.2,0,0,0,4,0,0,11,2,3,0,0,0,6,2,3,40.0
Fabio Álvarez,ARG,"MF,FW",30,Talleres,Primera Division,0.7,0,0,0,1,2,0,0,1,2,0,0,0,3,3,3,50.0
Vicente Fernández,CHI,"MF,FW",23,Talleres,Primera Division,0.5,0,0,0,1,0,0,2,1,1,0,0,0,5,0,0,0.0
David Zalazar,ARG,MF,20,Talleres,Primera Division,0.2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0.0
Federico Girotti,ARG,DF,23,Talleres,Primera Division,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0
Matias Gomez,ARG,"MF,FW",17,Talleres,Primera Division,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Malcom Braida,ARG,"DF,MF",25,San Lorenzo,Primera Division,24.4,5,0,0,24,38,2,116,24,54,1,0,0,176,31,25,55.4
Rafa Pérez,COL,DF,33,San Lorenzo,Primera Division,23.6,6,1,1,25,15,0,1,25,22,0,2,0,103,34,22,60.7
Jalil Elías,SYR,MF,26,San Lorenzo,Primera Division,23.2,4,0,0,17,11,1,24,20,20,0,0,0,190,33,23,58.9
Gastón Hernández,ARG,DF,25,San Lorenzo,Primera Division,22.6,4,2,1,30,13,1,7,45,30,0,0,0,123,40,35,53.3
Augusto Batalla,ARG,GK,26,San Lorenzo,Primera Division,22.0,5,0,0,1,4,0,0,0,1,0,1,0,20,7,1,87.5
Adam Bareiro,PAR,FW,26,San Lorenzo,Primera Division,19.5,8,0,0,59,31,10,6,2,14,0,0,0,51,98,104,48.5
Nahuel Barrios,ARG,"MF,FW",24,San Lorenzo,Primera Division,18.8,5,2,1,12,55,5,93,8,15,0,0,0,104,1,16,5.9
Federico Gattoni,ARG,DF,23,San Lorenzo,Primera Division,19.0,4,0,0,13,11,0,1,14,8,1,0,0,118,37,29,56.1
Carlos Sánchez,COL,"MF,DF",36,San Lorenzo,Primera Division,16.6,2,0,0,18,6,0,6,15,13,0,0,0,105,28,30,48.3
Andrés Vombergar,SVN,"FW,MF",28,San Lorenzo,Primera Division,15.2,5,0,0,27,26,7,14,3,19,2,0,0,55,74,81,47.7
Agustín Giay,ARG,"DF,MF",19,San Lorenzo,Primera Division,10.8,2,1,0,15,23,0,28,7,12,0,0,0,68,6,6,50.0
Gonzalo Luján,ARG,"DF,MF",21,San Lorenzo,Primera Division,13.8,0,0,0,17,5,0,37,16,18,0,0,0,66,27,12,69.2
Ivan Leguizamon,PAR,"MF,FW",20,San Lorenzo,Primera Division,15.2,2,0,0,20,21,15,63,8,8,0,0,0,53,12,23,34.3
Ezequiel Cerutti,ARG,"FW,MF",31,San Lorenzo,Primera Division,6.9,2,0,0,15,17,3,50,2,6,0,0,0,26,4,6,40.0
Agustín Martegani,ARG,MF,22,San Lorenzo,Primera Division,8.4,2,0,0,14,15,0,73,4,7,0,0,0,61,6,5,54.5
Gastón Campi,ARG,"DF,MF",31,San Lorenzo,Primera Division,7.5,3,0,0,10,2,0,4,17,7,0,1,0,34,11,11,50.0
Facundo Altamirano,ARG,GK,26,San Lorenzo,Primera Division,5.0,1,0,0,0,2,0,0,0,0,0,0,0,7,5,0,100.0
Francisco Perruzzi,ARG,MF,21,San Lorenzo,Primera Division,4.9,2,0,0,10,4,0,0,4,7,0,0,0,33,0,3,0.0
Gonzalo Maroni,ARG,"MF,FW",23,San Lorenzo,Primera Division,4.4,1,0,0,11,5,1,22,0,3,0,0,0,31,4,4,50.0
Nicolás Blandi,ARG,FW,33,San Lorenzo,Primera Division,3.0,2,0,0,9,4,5,0,0,1,0,0,0,3,3,20,13.0
Elian Irala,ARG,"MF,DF",18,San Lorenzo,Primera Division,3.1,0,0,0,6,2,0,3,11,11,0,0,0,23,5,7,41.7
Diego Calcaterra,ARG,DF,21,San Lorenzo,Primera Division,2.0,0,0,0,0,0,0,0,1,4,0,0,0,3,8,0,100.0
Diego Perea,COL,"MF,FW",20,San Lorenzo,Primera Division,1.7,0,1,0,4,4,3,2,2,1,0,0,0,7,6,14,30.0
Ezequiel Herrera,ARG,DF,20,San Lorenzo,Primera Division,1.5,1,0,0,2,3,0,2,1,1,0,0,0,7,1,0,100.0
Tomás Silva,ARG,DF,19,San Lorenzo,Primera Division,0.9,0,0,0,1,2,0,1,3,0,0,0,0,5,0,1,0.0
Siro Rosane,ARG,MF,22,San Lorenzo,Primera Division,0.6,0,1,0,3,0,0,0,0,1,0,0,0,4,0,0,0.0
Mariano Peralta,ARG,FW,24,San Lorenzo,Primera Division,0.2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.0
Manuel Insaurralde,ARG,"MF,DF",24,San Lorenzo,Primera Division,0.2,1,0,0,1,1,0,0,0,2,0,0,0,1,1,0,100.0
Matías Hernández,ARG,DF,17,San Lorenzo,Primera Division,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cristian Lema,ARG,DF,32,Lanús,Primera Division,22.7,9,2,1,25,15,3,2,21,19,0,0,0,128,104,26,80.0
Leandro Díaz,ARG,FW,30,Lanús,Primera Division,22.8,10,1,1,31,25,19,21,6,8,0,0,0,49,62,79,44.0
Pedro De la Vega,ARG,FW,21,Lanús,Primera Division,21.7,3,0,0,29,36,6,41,11,17,0,0,0,122,43,57,43.0
Tomás Belmonte,ARG,MF,24,Lanús,Primera Division,21.0,8,1,1,31,33,0,5,39,24,2,0,0,171,45,26,63.4
Juan Cáceres,PAR,DF,22,Lanús,Primera Division,20.0,5,0,0,28,15,0,58,31,52,0,0,0,117,55,30,64.7
Lucas Acosta,ARG,GK,27,Lanús,Primera Division,18.0,2,0,0,1,0,0,0,1,0,0,0,0,8,1,1,50.0
Luciano Boggio,ITA,MF,23,Lanús,Primera Division,16.0,6,2,2,14,30,0,90,16,15,0,0,0,108,12,21,36.4
Matías Esquivel,ARG,"MF,FW",23,Lanús,Primera Division,14.2,3,1,1,21,14,1,100,18,26,0,0,0,102,1,4,20.0
Braian Aguirre,ARG,DF,22,Lanús,Primera Division,14.2,3,0,0,14,11,1,31,15,28,0,0,0,111,16,22,42.1
Juan Sánchez Miño,ARG,DF,33,Lanús,Primera Division,13.0,5,0,0,15,5,1,33,8,17,0,0,0,97,12,23,34.3
Franco Orozco,ARG,FW,21,Lanús,Primera Division,12.5,2,0,0,9,30,5,49,2,6,1,0,0,55,5,22,18.5
Jose Domínguez,PAR,DF,26,Lanús,Primera Division,12.7,4,1,1,8,7,1,1,5,11,0,0,0,67,20,12,62.5
Raúl Loaiza,COL,MF,28,Lanús,Primera Division,11.8,2,0,0,28,18,2,11,14,9,0,0,0,89,10,17,37.0
Franco Troyansky,ARG,FW,25,Lanús,Primera Division,11.3,1,0,0,17,12,10,15,8,9,1,0,0,60,18,21,46.2
Felipe Aguilar,COL,DF,30,Lanús,Primera Division,13.1,3,0,0,6,8,0,1,14,5,0,0,0,64,43,22,66.2
Lautaro Acosta,ARG,MF,34,Lanús,Primera Division,10.4,2,0,0,24,46,1,10,8,13,2,0,0,62,22,20,52.4
Julián Fernández,ARG,MF,27,Lanús,Primera Division,11.4,2,0,0,24,11,0,5,22,16,0,1,0,77,17,21,44.7
Lautaro Morales,ARG,GK,23,Lanús,Primera Division,8.9,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,100.0
Diego Braghieri,ARG,DF,35,Lanús,Primera Division,5.1,1,0,0,2,3,0,0,4,3,0,0,0,22,18,11,62.1
Facundo Pérez,ARG,"MF,FW",23,Lanús,Primera Division,2.7,1,0,0,6,6,0,3,5,3,0,1,0,22,1,2,33.3
Julio Soler,ARG,DF,17,Lanús,Primera Division,2.3,0,0,0,0,3,0,3,2,2,0,0,0,18,2,2,50.0
Leonel Di Plácido,ARG,DF,29,Lanús,Primera Division,1.7,0,0,0,2,0,0,10,7,5,0,0,0,13,2,1,66.7
José Sand,ARG,"FW,MF",42,Lanús,Primera Division,2.7,0,0,0,1,3,2,1,0,1,0,0,0,6,3,7,30.0
Julián Aude,ARG,DF,19,Lanús,Primera Division,1.6,0,0,0,2,2,0,4,1,2,0,0,0,7,1,1,50.0
Pablo Aranda,ARG,DF,21,Lanús,Primera Division,1.0,0,0,0,4,2,0,3,2,1,0,0,0,5,1,2,33.3
Brian Blando,ARG,FW,27,Lanús,Primera Division,0.7,0,0,0,2,0,0,3,0,3,0,0,0,3,4,0,100.0
Brian Aguilar,ARG,DF,19,Lanús,Primera Division,0.6,2,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0.0
Mateo Sanabria,ARG,FW,18,Lanús,Primera Division,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
Dylan Aquino,ARG,"FW,MF",17,Lanús,Primera Division,0.1,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0.0
David González,ARG,MF,18,Lanús,Primera Division,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Jorge Agustín Rodríguez,ARG,"MF,DF",27,Estudiantes,Primera Division,25.8,4,0,0,30,23,1,5,27,39,0,1,0,245,51,33,60.7
Benjamín Rollheiser,ARG,"MF,FW",22,Estudiantes,Primera Division,22.5,2,0,0,29,20,2,78,7,16,0,0,0,143,12,25,32.4
Mariano Andújar,ARG,GK,39,Estudiantes,Primera Division,25.0,2,0,0,0,3,0,0,2,1,0,0,0,23,6,0,100.0
Santiago Ascacíbar,ARG,MF,25,Estudiantes,Primera Division,24.3,7,0,0,51,32,1,13,35,42,0,0,0,181,27,38,41.5
Luciano Lollo,ARG,DF,35,Estudiantes,Primera Division,22.9,4,0,0,23,6,0,2,21,29,0,1,0,138,62,35,63.9
Zaid Romero,ARG,DF,23,Estudiantes,Primera Division,21.2,2,0,0,15,13,0,7,31,20,0,0,1,187,37,34,52.1
Leonardo Godoy,ARG,"DF,FW",27,Estudiantes,Primera Division,19.7,4,0,0,24,34,3,73,16,15,0,0,0,103,10,17,37.0
Mauro Boselli,ARG,FW,37,Estudiantes,Primera Division,15.2,1,0,0,12,26,7,2,0,1,0,0,0,15,41,50,45.1
Fernando Zuqui,ARG,MF,31,Estudiantes,Primera Division,16.1,7,0,0,19,54,1,96,12,23,0,0,0,136,11,15,42.3
Gastón Benedetti,ARG,"DF,FW",21,Estudiantes,Primera Division,15.6,6,0,0,23,5,3,52,22,27,0,0,0,92,16,17,48.5
Santiago Núñez,ARG,DF,22,Estudiantes,Primera Division,14.4,5,0,0,14,4,0,1,29,16,0,1,0,68,37,22,62.7
Emmanuel Más,ARG,DF,34,Estudiantes,Primera Division,11.8,1,0,0,10,8,3,42,8,14,0,0,0,80,19,24,44.2
Guido Carrillo,ARG,FW,31,Estudiantes,Primera Division,8.5,1,0,0,12,15,2,0,2,0,0,1,0,17,70,61,53.4
Mauro Méndez,URU,"FW,MF",24,Estudiantes,Primera Division,8.2,2,0,0,9,16,4,2,0,1,0,0,0,24,28,38,42.4
José Sosa,ARG,"MF,FW",37,Estudiantes,Primera Division,8.9,1,0,0,6,12,1,43,4,19,0,0,0,81,8,18,30.8
Eros Mancuso,ARG,DF,23,Estudiantes,Primera Division,7.9,2,0,0,10,11,0,37,6,12,1,0,0,53,7,11,38.9
Matías Godoy,ARG,"MF,FW",21,Estudiantes,Primera Division,7.9,3,0,0,11,24,5,39,2,8,0,0,0,25,5,11,31.3
Pablo Piatti,ARG,"MF,FW",33,Estudiantes,Primera Division,4.1,0,0,0,5,10,0,18,0,6,0,0,0,34,1,9,10.0
Franco Zapiola,ARG,"MF,FW",21,Estudiantes,Primera Division,3.7,1,0,0,3,6,2,32,1,5,0,0,0,33,2,3,40.0
Ezequiel Muñoz,ARG,DF,32,Estudiantes,Primera Division,3.3,0,0,0,3,0,0,0,1,3,0,0,0,9,8,3,72.7
