player,nationality,position,age,club,league,minutes_90s,passes,passes_live,passes_dead,passes_fk,through_balls,passes_switches,crosses,throw_ins,CK,CK_in,CK_out,CK_s,passes_completed,passes_offside,passes_blocked
Javi Pérez,ESP,MF,28,Alcorcón,Segunda Division,19.0,526,509,12,9,1,6,25,0,0,0,0,0,389,5,17
Javi Sánchez,ESP,DF,27,Valladolid,Segunda Division,5.2,315,304,10,8,0,2,0,1,0,0,0,0,281,1,0
Javi Vargas,ESP,MF,23,Albacete,Segunda Division,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Javier Alonso,ESP,MF,25,Tenerife,Segunda Division,0.2,23,23,0,0,0,0,0,0,0,0,0,0,19,0,0
Javier Aquino,MEX,DF,33,UANL,Liga MX,23.9,1691,1437,252,25,0,5,88,227,0,0,0,0,1369,2,28
Javier Avilés,ESP,"FW,MF",26,Amorebieta,Segunda Division,7.0,147,136,10,2,1,1,21,0,1,1,0,0,91,1,8
Javier Casas,USA,MF,19,Fire,MLS,0.6,24,24,0,0,0,0,1,0,0,0,0,0,19,0,0
Javier Castro,ESP,DF,23,Alcorcón,Segunda Division,35.6,1494,1410,78,30,1,31,18,48,0,0,0,0,1120,6,21
Javier Eduardo López,MEX,"MF,FW",28,Pachuca,Liga MX,5.2,280,236,44,17,2,0,36,3,23,12,7,0,209,0,8
Javier Eraso,ESP,"FW,MF",34,Amorebieta,Segunda Division,8.8,243,234,8,0,0,0,8,2,0,0,0,0,192,1,9
Javier Güemez,MEX,MF,31,Atlético,Liga MX,31.2,2136,2049,83,72,10,26,10,10,0,0,0,0,1796,4,23
Javier Hernández,MEX,FW,34,LA Galaxy,MLS,7.6,167,150,16,1,0,2,4,0,0,0,0,0,132,1,1
Javier Hernández,MEX,FW,35,Guadalajara,Liga MX,2.5,42,38,4,0,0,2,1,0,0,0,0,0,29,0,2
Javier Marcelo Correa,ARG,"FW,DF",30,Santos,Liga MX,1.8,58,53,5,0,0,4,0,0,0,0,0,0,39,0,4
Javier Mier,ESP,MF,25,Huesca,Segunda Division,11.8,393,378,14,2,0,1,16,2,0,0,0,0,308,1,13
Javier Ontiveros,ESP,"MF,FW",26,Villarreal B,Segunda Division,32.8,1682,1480,193,64,24,26,174,34,93,17,18,3,1173,9,52
Javier Salas,MEX,MF,29,FC Juárez,Liga MX,20.8,872,849,23,23,1,5,1,0,0,0,0,0,773,0,6
Jawed Kalai,FRA,"FW,DF",23,Valenciennes,Ligue 2,0.8,23,23,0,0,0,0,1,0,0,0,0,0,17,0,0
Jay Dasilva,WAL,DF,25,Coventry City,EFL,25.6,1624,1336,284,29,2,3,98,222,31,20,8,0,1346,4,20
Jay Fulton,SCO,MF,29,Swansea City,EFL,30.6,1477,1426,46,34,3,4,12,8,0,0,0,0,1248,5,31
Jay Idzes,IDN,DF,23,Venezia,Serie B,23.3,1443,1368,75,27,2,1,4,44,0,0,0,0,1269,0,16
Jay Stansfield,ENG,"FW,MF",20,Birmingham City,EFL,37.1,530,466,59,1,2,2,38,10,0,0,0,0,322,5,54
Jayden Reid,USA,MF,21,NY Red Bulls,MLS,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaylin Lindsey,USA,DF,22,Charlotte,MLS,14.5,821,678,141,9,5,0,33,132,0,0,0,0,654,2,8
Jayson Molumby,IRL,MF,23,West Brom,EFL,12.3,557,541,12,4,0,4,8,1,0,0,0,0,477,4,16
Jaziel Martínez,MEX,MF,22,Atlas,Liga MX,6.1,302,297,4,1,4,3,5,2,0,0,0,0,252,1,5
Jaziel Martínez,MEX,MF,22,Monterrey,Liga MX,0.5,46,41,5,4,0,0,2,0,1,1,0,0,39,0,1
Jean Eric Moursou,CMR,MF,18,Valenciennes,Ligue 2,4.5,180,176,3,3,0,4,2,0,0,0,0,0,141,1,3
Jean Grillot,FRA,DF,17,Bordeaux,Ligue 2,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Jean Hugonet,FRA,"MF,DF",23,Magdeburg,2. Bundesliga,10.4,463,447,10,6,1,9,3,4,0,0,0,0,353,6,8
Jean Louchet,FRA,GK,26,Valenciennes,Ligue 2,31.0,1082,800,276,96,0,3,0,0,0,0,0,0,745,6,1
Jean Marcelin,FRA,DF,23,Bordeaux,Ligue 2,11.5,863,838,23,22,1,5,0,1,0,0,0,0,804,2,2
Jean Mattéo Bahoya,FRA,"MF,FW",18,Angers,Ligue 2,8.0,296,286,6,1,1,1,6,4,0,0,0,0,234,4,8
Jean Meneses,CHI,"FW,MF",30,Toluca,Liga MX,24.3,1108,1034,70,5,4,8,75,38,27,14,5,0,837,4,31
Jean Mota,BRA,MF,29,Inter Miami,MLS,10.1,723,645,73,36,7,7,47,3,33,15,10,0,571,5,16
Jean Ruiz,FRA,DF,25,Pau FC,Ligue 2,32.4,2017,1894,117,75,3,24,13,33,0,0,0,0,1680,6,13
Jean Seri,CIV,MF,32,Hull City,EFL,35.3,2366,2304,54,50,8,12,17,4,0,0,0,0,2131,8,20
Jean Zimmer,GER,DF,29,Kaiserslautern,2. Bundesliga,25.1,1107,816,285,14,2,4,43,270,1,0,1,0,787,6,37
Jean-Claude Ngando,CMR,"MF,FW",23,Vancouver W'caps,MLS,0.9,72,71,1,0,0,1,2,1,0,0,0,0,55,0,3
Jean-Luc Dompé,FRA,"FW,MF",27,Hamburger SV,2. Bundesliga,17.7,636,583,49,4,1,1,117,6,39,17,3,0,454,4,15
Jean-Philippe Gbamin,CIV,MF,27,Dunkerque,Ligue 2,18.1,935,902,30,28,2,17,4,2,0,0,0,0,749,3,18
Jean-Pierre Nsame,CMR,"FW,DF",30,Como,Serie B,2.1,64,62,2,0,1,2,0,0,0,0,0,0,41,0,6
Jean-Sylvain Babin,MTQ,DF,37,Alcorcón,Segunda Division,18.9,799,742,56,30,0,4,0,1,0,0,0,0,670,1,1
Jed Wallace,ENG,"FW,MF",29,West Brom,EFL,31.3,888,816,66,8,4,9,116,10,26,12,9,2,616,6,30
Jeff Hendrick,IRL,MF,31,Sheffield Weds,EFL,5.4,192,180,12,6,0,0,4,0,2,2,0,0,156,0,3
Jefferson Intriago,ECU,MF,27,Mazatlán,Liga MX,26.4,1415,1342,70,55,2,7,12,9,1,0,0,0,1291,3,10
Jefferson Savarino,VEN,"MF,FW",26,RSL,MLS,21.6,860,751,103,28,6,13,142,5,67,34,22,0,616,6,28
Jekob Jeno,NCL,"MF,FW",23,Grenoble,Ligue 2,2.4,69,67,2,0,0,1,3,2,0,0,0,0,44,0,0
Jens Castrop,GER,MF,20,Nürnberg,2. Bundesliga,22.5,755,729,19,10,4,2,10,8,1,1,0,0,564,7,24
Jenson Seelt,NED,DF,20,Sunderland,EFL,11.5,616,554,61,19,0,4,12,42,0,0,0,0,510,1,6
Jeong Sangbin,KOR,"FW,MF",20,Minnesota Utd,MLS,10.7,273,226,44,4,2,2,44,5,25,11,12,1,171,3,8
Jere Uronen,FIN,DF,28,Charlotte,MLS,6.8,348,274,73,10,0,1,18,50,13,12,1,0,286,1,4
Jeremiah Streng,FIN,"FW,MF",21,Ascoli,Serie B,4.5,82,81,1,0,0,1,3,0,0,0,0,0,35,0,5
Jeremy Arévalo,ESP,"FW,MF",19,Racing Sant,Segunda Division,1.6,62,61,1,0,0,0,0,0,0,0,0,0,51,0,2
Jeremy Dudziak,TUN,"DF,MF",27,Hertha BSC,2. Bundesliga,9.4,387,335,50,10,0,0,6,36,0,0,0,0,326,2,9
Jeremy Ebobisse,USA,FW,25,SJ Earthquakes,MLS,32.9,718,640,72,1,5,10,16,0,0,0,0,0,548,6,17
Jeremy Ngakia,ENG,DF,22,Watford,EFL,10.2,612,522,88,3,2,5,36,85,0,0,0,0,496,2,13
Jeremy Rafanello,USA,MF,22,Philadelphia,MLS,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Jeremy Sarmiento,ECU,FW,21,Ipswich Town,EFL,7.1,170,165,4,0,1,0,7,1,3,3,0,0,124,1,5
Jeremy Sarmiento,ECU,"FW,MF",21,West Brom,EFL,8.1,230,220,7,2,0,0,16,5,0,0,0,0,168,3,8
Jeroen Zoet,NED,GK,32,Spezia,Serie B,25.0,710,435,274,76,0,0,0,0,0,0,0,0,483,1,0
Jerry Yates,ENG,FW,26,Swansea City,EFL,25.4,289,284,5,0,2,1,3,1,1,0,0,0,229,0,5
Jesse Joronen,FIN,GK,30,Venezia,Serie B,29.0,964,690,272,80,0,0,0,0,0,0,0,0,744,2,0
Jessy Bénet,FRA,MF,28,Grenoble,Ligue 2,25.3,1215,1087,116,34,7,7,107,4,77,43,33,1,949,12,18
Jesús Alberto Angulo,MEX,DF,25,UANL,Liga MX,28.7,1665,1403,254,35,4,14,31,219,0,0,0,0,1385,8,27
Jesús Alcantar,MEX,DF,20,Necaxa,Liga MX,1.0,22,14,7,1,0,0,1,6,0,0,0,0,12,1,0
Jesús Angulo,MEX,MF,26,León,Liga MX,1.8,102,98,4,2,0,1,1,2,0,0,0,0,86,0,1
Jesús Angulo,MEX,"MF,FW",26,Toluca,Liga MX,17.2,957,871,82,27,3,11,49,14,41,17,17,0,817,4,12
Jesús Batiz,USA,"MF,FW",23,Toronto FC,MLS,0.7,19,19,0,0,0,0,0,0,0,0,0,0,16,0,2
Jesús Belza,ESP,"MF,FW",20,Tenerife,Segunda Division,3.5,150,142,8,0,0,0,8,7,1,1,0,0,113,0,4
Jesús Bernal,ESP,MF,27,Racing Ferrol,Segunda Division,40.1,2199,2124,67,62,3,12,7,5,0,0,0,0,1804,8,28
Jesús Clemente,ESP,"MF,FW",24,Eldense,Segunda Division,22.0,652,624,26,0,0,2,61,26,0,0,0,0,394,2,49
Jesús Corona,MEX,"MF,FW",30,Monterrey,Liga MX,9.9,488,463,22,5,1,2,46,10,7,4,3,0,373,3,15
Jesús Daniel Bueno,VEN,MF,23,Philadelphia,MLS,10.7,458,442,12,6,1,3,8,3,3,0,3,0,375,4,5
Jesús David Murillo Largacha,COL,DF,28,LAFC,MLS,15.8,772,745,26,24,0,2,0,2,0,0,0,0,640,1,5
Jesús Dueñas,MEX,"MF,FW",34,Cruz Azul,Liga MX,0.9,93,88,4,1,0,1,2,1,2,0,2,0,83,1,1
Jesús Ferreira,USA,FW,22,FC Dallas,MLS,25.2,959,779,168,47,8,9,115,22,67,10,44,0,679,12,13
Jesús Gallardo,MEX,"DF,FW",28,Monterrey,Liga MX,20.0,949,824,120,4,1,2,45,115,1,0,1,0,737,5,22
Jesús Garza,MEX,DF,23,UANL,Liga MX,11.1,588,490,96,6,0,0,28,90,0,0,0,0,473,2,15
Jesús Hernández,MEX,"FW,MF",21,Pachuca,Liga MX,8.9,337,299,37,5,2,1,36,5,27,8,7,0,251,1,12
Jesús Jiménez,ESP,"FW,MF",29,FC Dallas,MLS,7.6,185,173,12,0,0,1,4,1,0,0,0,0,148,0,2
Jesús Molina,MEX,MF,35,UNAM,Liga MX,4.1,171,168,3,3,1,0,0,0,0,0,0,0,140,0,3
Jesús Orozco,MEX,DF,21,Guadalajara,Liga MX,27.1,1488,1383,103,43,1,31,6,34,0,0,0,0,1201,2,21
Jesús Piñuelas,MEX,DF,25,Toluca,Liga MX,1.7,105,102,3,2,0,0,0,0,0,0,0,0,94,0,0
Jesús Rivas,MEX,DF,20,UNAM,Liga MX,10.5,453,362,90,1,0,3,25,85,4,0,0,0,346,1,7
Jesús Rodríguez,MEX,GK,30,Puebla,Liga MX,34.0,1318,906,410,64,0,2,0,0,0,0,0,0,1064,2,3
Jesús Ruiz,ESP,GK,27,Alcorcón,Segunda Division,29.0,962,619,340,89,0,2,0,0,0,0,0,0,679,3,0
Jesús Serrato,MEX,FW,17,Atlas,Liga MX,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Jesús Sánchez García,MEX,DF,33,Guadalajara,Liga MX,3.3,191,145,44,2,0,1,3,42,0,0,0,0,142,2,1
Jesús Vega,MEX,DF,23,Tijuana,Liga MX,4.2,187,144,43,4,1,0,28,37,2,0,2,0,120,0,2
Jesús Venegas,MEX,MF,28,FC Juárez,Liga MX,7.3,249,240,8,2,0,2,6,6,0,0,0,0,187,1,6
Jesús Venegas,MEX,MF,28,Toluca,Liga MX,6.7,403,396,7,7,0,4,0,0,0,0,0,0,349,0,2
Jewison Bennette,CRC,FW,19,Sunderland,EFL,0.1,4,3,1,0,0,0,1,1,0,0,0,0,3,0,0
Jhegson Méndez,ECU,MF,27,Elche,Segunda Division,3.3,263,255,5,3,0,2,1,2,0,0,0,0,237,3,4
Jhojan Valencia,COL,MF,26,Austin,MLS,15.9,743,717,24,20,0,11,3,3,0,0,0,0,648,2,11
Jhon Chancellor,VEN,DF,31,Necaxa,Liga MX,4.3,139,134,5,3,0,2,0,2,0,0,0,0,114,0,2
Jhon Murillo,VEN,"FW,MF",27,Atlético,Liga MX,14.6,455,445,8,0,4,1,19,8,0,0,0,0,380,2,17
Jhon Murillo,VEN,"FW,DF",27,Atlas,Liga MX,11.3,353,330,23,2,1,2,33,21,0,0,0,0,277,0,8
Jimmy Dunne,IRL,DF,25,QPR,EFL,26.0,1547,1381,161,35,0,5,16,116,0,0,0,0,1200,5,10
Jimmy Kaparos,GER,DF,21,Schalke 04,2. Bundesliga,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Jimmy Maurer,USA,GK,34,FC Dallas,MLS,4.8,171,129,39,8,0,2,0,0,0,0,0,0,124,3,1
Jimmy Medranda,COL,"MF,DF",28,Crew,MLS,1.2,110,99,11,0,0,0,7,11,0,0,0,0,89,0,1
Jimmy Roye,FRA,MF,34,Stade Laval,Ligue 2,28.2,1121,1071,46,34,6,11,21,2,0,0,0,0,880,4,24
Joachim Kayi Sanda,FRA,DF,16,Valenciennes,Ligue 2,16.5,885,825,54,30,2,5,1,18,0,0,0,0,730,6,3
Joakim Nilsson,SWE,DF,28,St. Louis,MLS,6.6,279,270,9,5,0,0,0,4,0,0,0,0,243,0,3
Joan Femenías,ESP,GK,27,Levante,Segunda Division,9.0,256,167,88,13,0,0,0,0,0,0,0,0,222,1,0
Joan García,ESP,GK,23,Espanyol,Segunda Division,14.0,444,333,111,43,0,0,0,0,0,0,0,0,330,0,0
Joao Joshimar Rojas,ECU,"MF,FW",25,Monterrey,Liga MX,4.4,182,162,20,4,1,0,34,2,14,6,4,0,138,0,4
Joaquín Montecinos,CHI,"FW,MF",27,Querétaro,Liga MX,2.6,72,68,4,2,0,0,9,0,1,1,0,0,50,0,5
Joaquín Moxica,MEX,FW,17,Monterrey,Liga MX,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Joaquín Muñoz,ESP,"FW,MF",25,Huesca,Segunda Division,22.5,504,461,41,5,6,5,75,0,20,6,4,0,308,2,24
Joaquín Torres,ARG,"MF,FW",26,Philadelphia,MLS,3.9,131,125,4,0,2,2,13,2,0,0,0,0,84,2,5
Jobe Bellingham,ENG,"MF,FW",17,Sunderland,EFL,40.3,1398,1354,39,24,6,5,10,3,0,0,0,0,1201,5,33
Jocelyn Janneh,SLE,MF,20,Bastia,Ligue 2,26.6,1217,1181,30,15,4,16,6,15,0,0,0,0,982,6,16
Joe Allen,WAL,MF,33,Swansea City,EFL,7.1,307,299,8,5,0,2,3,3,0,0,0,0,259,0,10
Joe Aribo,NGA,MF,27,Southampton,EFL,17.8,1003,984,14,6,2,0,7,7,1,0,0,0,886,5,22
Joe Bendik,USA,GK,33,Philadelphia,MLS,7.6,166,87,79,13,0,1,0,0,0,0,0,0,106,0,1
Joe Bryan,ENG,"DF,MF",29,Millwall,EFL,16.1,762,560,197,44,2,5,86,113,40,21,16,1,551,5,18
Joe Corona,USA,MF,33,Tijuana,Liga MX,3.7,145,141,3,0,0,0,6,2,0,0,0,0,111,1,3
Joe Edwards,ENG,"DF,MF",32,Plymouth Argyle,EFL,24.1,1053,820,231,18,0,1,17,211,0,0,0,0,780,2,33
Joe Gelhardt,ENG,"MF,FW",21,Leeds United,EFL,2.2,58,55,3,0,1,0,0,2,0,0,0,0,48,0,1
Joe Gubbins,ENG,DF,21,QPR,EFL,1.0,32,31,1,1,0,0,0,0,0,0,0,0,20,0,1
Joe Ralls,ENG,MF,29,Cardiff City,EFL,25.7,1373,1217,148,64,5,15,114,7,76,28,39,0,1088,8,15
Joe Rankin-Costello,ENG,"MF,DF",24,Blackburn,EFL,18.5,738,680,54,14,3,9,36,38,2,0,0,0,519,4,20
Joe Rodon,WAL,DF,25,Leeds United,EFL,41.4,3142,3048,90,37,0,2,0,13,0,0,0,0,2851,4,18
Joe Rothwell,ENG,MF,28,Southampton,EFL,5.0,288,265,23,5,1,1,14,1,13,10,0,0,256,0,0
Joe Walsh,ENG,GK,21,QPR,EFL,1.0,47,37,10,7,0,0,0,0,0,0,0,0,30,0,0
Joe Williams,ENG,MF,26,Bristol City,EFL,28.4,1560,1484,68,46,5,19,47,2,18,6,6,0,1216,8,27
Joe Willis,USA,GK,34,Nashville,MLS,32.0,966,638,322,65,0,1,0,0,0,0,0,0,634,6,1
Joel Colwill,WAL,MF,18,Cardiff City,EFL,0.4,35,34,1,1,0,1,1,0,0,0,0,0,30,0,0
Joel Jorquera,ESP,"MF,FW",23,Eldense,Segunda Division,8.9,203,184,18,3,1,0,18,9,3,1,0,0,135,1,10
Joel Pohjanpalo,FIN,FW,28,Venezia,Serie B,30.0,646,575,65,0,4,2,5,2,0,0,0,0,434,6,16
Joel Waterman,CAN,DF,27,CF Montréal,MLS,26.4,1716,1590,120,67,2,23,12,53,0,0,0,0,1473,6,17
Joey Akpunonu,USA,DF,21,FC Cincinnati,MLS,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Joey Müller,GER,DF,22,Schalke 04,2. Bundesliga,0.5,32,28,4,0,0,0,1,4,0,0,0,0,25,0,2
Joey Phuthi,ZIM,FW,18,Sheffield Weds,EFL,0.1,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0
Joffrey Cuffaut,FRA,DF,35,Valenciennes,Ligue 2,16.2,877,810,67,45,1,11,4,21,0,0,0,0,729,0,7
Jofre,ESP,"MF,FW",23,Espanyol,Segunda Division,20.5,506,496,7,0,3,3,78,6,0,0,0,0,334,3,32
Johan Gomez,USA,"FW,MF",22,Braunschweig,2. Bundesliga,24.7,494,479,11,2,5,2,8,4,0,0,0,0,342,4,26
Johann Obiang,GAB,DF,30,Pau FC,Ligue 2,18.6,970,836,131,8,0,5,94,118,5,3,2,0,710,3,29
Johannes Eggestein,GER,FW,25,St. Pauli,2. Bundesliga,24.6,769,722,41,0,2,9,28,1,0,0,0,0,600,6,32
Johannes Geis,GER,MF,29,Nürnberg,2. Bundesliga,3.6,208,167,35,21,0,5,18,1,12,4,4,0,146,6,1
John,BRA,GK,28,Valladolid,Segunda Division,11.0,366,273,92,24,0,1,0,0,0,0,0,0,279,1,3
John Buckley,ENG,MF,23,Blackburn,EFL,5.6,381,353,27,16,4,2,13,3,7,1,3,0,301,1,4
John Buckley,ENG,"MF,FW",23,Sheffield Weds,EFL,5.2,192,170,20,5,1,2,16,3,12,3,6,0,143,2,4
John Donald,ESP,"MF,DF",23,Elche,Segunda Division,18.9,982,961,19,16,0,1,0,2,0,0,0,0,867,2,10
John Fleck,SCO,MF,31,Blackburn,EFL,0.2,6,4,2,0,0,0,0,0,1,0,0,0,2,0,0
John Iredale,AUS,"FW,MF",23,Wehen,2. Bundesliga,8.2,187,180,7,0,0,2,4,0,0,0,0,0,127,0,14
John Klein,USA,MF,23,St. Louis,MLS,0.3,12,12,0,0,0,0,0,0,0,0,0,0,6,0,2
John McCarthy,USA,GK,30,LAFC,MLS,25.0,668,458,209,34,0,0,0,0,0,0,0,0,460,1,0
John Nelson,USA,DF,24,St. Louis,MLS,14.1,651,501,149,5,0,2,32,144,0,0,0,0,462,1,16
John Pulskamp,USA,GK,21,Sporting KC,MLS,5.0,122,81,41,11,0,0,0,0,0,0,0,0,92,0,0
John Ruddy,ENG,GK,36,Birmingham City,EFL,44.0,1631,1111,511,140,0,11,0,0,0,0,0,0,1050,9,2
John Swift,ENG,"MF,FW",28,West Brom,EFL,20.7,1185,1057,120,23,3,11,97,1,69,20,40,0,957,8,18
John Tolkin,USA,DF,20,NY Red Bulls,MLS,26.4,1508,1141,362,73,1,9,159,209,80,65,10,0,1056,5,42
John Verhoek,NED,"FW,MF",34,Osnabrück,2. Bundesliga,2.9,75,69,6,0,0,1,0,0,0,0,0,0,48,0,5
John-Patrick Strauß,PHI,DF,27,Hansa Rostock,2. Bundesliga,8.8,348,266,81,1,0,2,24,80,0,0,0,0,234,1,19
Johnny Russell,SCO,FW,32,Sporting KC,MLS,18.7,686,594,87,30,4,13,88,9,48,41,1,0,475,5,19
Johny Placide,HAI,GK,35,Bastia,Ligue 2,32.0,1407,1069,326,150,1,4,0,0,0,0,0,0,898,12,0
Jojea Kwizera,RWA,DF,24,CF Montréal,MLS,1.5,82,66,16,2,1,1,9,14,0,0,0,0,59,0,2
Jokin Ezkieta,ESP,GK,27,Racing Sant,Segunda Division,42.0,1048,560,486,116,0,0,0,0,0,0,0,0,766,2,1
Jomaine Consbruch,GER,MF,21,Greuther Fürth,2. Bundesliga,10.3,411,371,37,16,0,2,22,2,12,3,8,0,329,3,6
Jon Bautista,ESP,FW,28,Eibar,Segunda Division,25.5,507,485,17,0,2,1,15,4,0,0,0,0,314,5,14
Jon Bell,JAM,DF,25,St. Louis,MLS,1.6,65,61,4,4,0,0,0,0,0,0,0,0,50,0,1
Jon Gallagher,IRL,"DF,MF",26,Austin,MLS,31.0,1396,1185,210,7,0,12,102,203,0,0,0,0,1046,1,40
Jon García Herrero,ESP,DF,33,Racing Ferrol,Segunda Division,35.4,2127,2036,84,55,2,10,4,4,0,0,0,0,1772,7,26
Jon Karrikaburu,ESP,FW,21,FC Andorra,Segunda Division,14.8,212,203,9,0,0,3,4,0,0,0,0,0,158,0,7
Jon Mikel Magunagoitia,ESP,GK,23,Amorebieta,Segunda Division,16.0,562,345,213,70,0,2,0,0,0,0,0,0,325,4,1
Jon Morcillo,ESP,"MF,FW",25,Amorebieta,Segunda Division,23.4,857,736,114,39,2,15,205,11,63,30,23,0,525,7,33
Jon Rowe,ENG,"FW,MF",20,Norwich City,EFL,22.7,509,499,5,0,0,1,19,3,1,0,1,0,365,5,26
Jona Niemiec,GER,FW,21,Düsseldorf,2. Bundesliga,9.3,199,192,5,0,1,0,23,3,0,0,0,0,119,2,15
Jonas David,GER,DF,23,Hansa Rostock,2. Bundesliga,13.3,532,501,29,19,0,1,5,8,0,0,0,0,425,2,6
Jonas Meffert,GER,MF,28,Hamburger SV,2. Bundesliga,31.3,1593,1545,45,39,6,1,11,3,2,0,0,0,1382,3,30
Jonas Sterner,GER,DF,21,Holstein Kiel,2. Bundesliga,5.8,221,178,41,1,0,2,19,40,0,0,0,0,149,2,16
Jonas Urbig,GER,GK,19,Greuther Fürth,2. Bundesliga,33.0,1661,1419,233,84,0,2,0,0,0,0,0,0,1315,9,1
Jonatan Villal,USA,"MF,FW",18,Atlético,Liga MX,1.4,45,45,0,0,1,1,2,0,0,0,0,0,34,0,3
Jonathan Bond,ENG,GK,29,LA Galaxy,MLS,22.8,778,583,194,39,0,1,0,0,0,0,0,0,646,1,0
Jonathan Buatu Mananga,ANG,DF,29,Valenciennes,Ligue 2,15.6,797,756,41,30,0,3,2,1,0,0,0,0,691,0,4
Jonathan Dean,USA,DF,25,Fire,MLS,15.3,654,544,108,4,1,0,30,104,0,0,0,0,502,2,21
Jonathan Dubasin,BEL,"FW,MF",24,Oviedo,Segunda Division,9.4,375,369,5,0,2,3,17,4,1,0,0,0,274,1,18
Jonathan Gomez,USA,DF,20,CD Mirandés,Segunda Division,33.3,1601,1252,340,34,1,9,88,295,10,2,4,0,1201,9,42
Jonathan Goncalvés,FRA,"MF,DF",34,Annecy,Ligue 2,2.2,71,69,2,2,0,0,0,0,0,0,0,0,36,0,2
Jonathan González,MEX,MF,24,Monterrey,Liga MX,6.6,333,325,7,7,0,0,1,0,0,0,0,0,292,1,3
Jonathan Hogg,ENG,MF,34,Huddersfield,EFL,29.9,1192,1152,35,35,3,15,1,0,0,0,0,0,949,5,18
Jonathan Iglesias,URU,MF,34,Guingamp,Ligue 2,3.7,171,164,7,6,0,1,6,1,0,0,0,0,142,0,4
Jonathan Klinsmann,USA,GK,25,LA Galaxy,MLS,9.2,241,159,81,26,0,2,0,0,0,0,0,0,183,1,1
Jonathan Kodjia,CIV,"FW,MF",33,Annecy,Ligue 2,4.2,65,62,3,0,0,0,0,0,0,0,0,0,39,0,3
Jonathan Lewis,USA,"FW,MF",25,Rapids,MLS,13.2,264,244,19,1,1,0,17,7,0,0,0,0,205,1,10
Jonathan Mensah,GHA,DF,32,SJ Earthquakes,MLS,21.7,1040,1001,38,29,0,1,0,9,0,0,0,0,911,1,3
Jonathan Osorio,CAN,"MF,FW",30,Toronto FC,MLS,20.8,1233,1174,53,31,6,1,4,11,3,1,0,0,1084,6,22
Jonathan Padilla,MEX,"MF,FW",17,Guadalajara,Liga MX,7.4,249,233,15,3,1,4,24,7,5,1,2,0,173,1,8
Jonathan Panzo,ENG,DF,22,Cardiff City,EFL,0.9,69,62,6,2,0,0,0,4,0,0,0,0,58,1,1
Jonathan Perez,MEX,"DF,MF",20,LA Galaxy,MLS,1.3,92,84,8,3,0,1,12,1,4,2,1,0,78,0,1
Jonathan Perlaza,ECU,DF,25,Querétaro,Liga MX,3.1,132,104,28,3,0,0,16,18,7,0,7,0,78,0,1
Jonathan Rodríguez,URU,"FW,MF",30,América,Liga MX,9.0,214,210,4,0,1,0,2,3,0,0,0,0,163,0,9
Jonathan Silva,ARG,DF,29,Albacete,Segunda Division,18.4,859,626,230,22,2,3,92,189,19,19,0,0,584,3,24
Jonathan Sirois,CAN,GK,21,CF Montréal,MLS,32.1,1119,795,319,73,0,1,0,0,0,0,0,0,807,5,2
Jonathan Torres,ARG,MF,26,Querétaro,Liga MX,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Jonathan Varane,FRA,MF,22,Sporting Gijón,Segunda Division,7.9,383,375,6,6,1,4,7,0,0,0,0,0,298,2,9
Jonathan dos Santos,MEX,MF,33,América,Liga MX,26.0,2081,2036,43,35,1,21,6,6,0,0,0,0,1953,2,10
Joni Montiel,ESP,"MF,FW",25,Valladolid,Segunda Division,4.9,232,198,31,13,2,3,33,3,11,3,5,0,167,3,2
Joni Montiel,ESP,MF,25,Burgos,Segunda Division,10.6,465,396,66,31,2,13,49,3,29,17,10,0,349,3,7
Jonjoe Kenny,ENG,DF,26,Hertha BSC,2. Bundesliga,28.1,1557,1251,299,65,1,8,127,176,58,28,26,0,1193,7,29
Jonny Howson,ENG,MF,35,Middlesbrough,EFL,34.4,2266,2073,192,78,5,9,79,8,54,22,15,5,1903,1,39
Jony,ESP,FW,32,Cartagena,Segunda Division,0.1,18,16,2,0,1,0,3,0,2,2,0,0,11,0,0
Jony Álamo,ESP,MF,22,Cartagena,Segunda Division,6.2,261,257,3,3,1,4,0,0,0,0,0,0,228,1,3
Jordan Adéoti,BEN,"MF,DF",34,Stade Laval,Ligue 2,6.0,277,267,9,4,1,5,2,5,0,0,0,0,218,1,11
Jordan Carrillo,MEX,MF,22,Sporting Gijón,Segunda Division,0.1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,1
Jordan Carrillo,MEX,"MF,FW",21,Santos,Liga MX,12.5,652,588,64,26,6,2,50,1,36,19,17,0,531,0,9
Jordan Dongmo,CMR,MF,22,Troyes,Ligue 2,0.1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1
Jordan Faria,CAN,FW,22,Toronto FC,MLS,0.3,10,6,4,0,0,0,1,3,1,0,1,0,8,0,1
