player,nationality,position,age,club,league,minutes_90s,p_tackled,tklw,def_3rd,mid_3rd,att_3rd,d_tackled,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,intr,tkl_intr,clr,err
Julien Laporte,FRA,DF,29,Lorient,Ligue 1,20.2,23,14,15,7,1,16,36,44.4,20,36,26,10,11,34,116,1
Romain Faivre,FRA,"MF,FW",25,Lorient,Ligue 1,16.1,13,6,5,4,4,6,15,40.0,9,6,1,5,7,20,3,1
Théo Le Bris,FRA,"DF,MF",20,Lorient,Ligue 1,16.8,35,22,25,7,3,19,40,47.5,21,24,3,21,12,47,42,0
Tiemoué Bakayoko,FRA,MF,28,Lorient,Ligue 1,14.6,34,17,14,17,3,15,28,53.6,13,10,4,6,26,60,15,1
Nathaniel Adjei,GHA,DF,20,Lorient,Ligue 1,13.8,13,9,8,3,2,6,7,85.7,1,15,8,7,18,31,64,1
Mohamed Bamba,CIV,FW,21,Lorient,Ligue 1,12.6,14,9,3,8,3,4,10,40.0,6,7,1,6,2,16,3,0
Formose Mendy,SEN,DF,22,Lorient,Ligue 1,14.0,33,19,24,8,1,20,33,60.6,13,23,12,11,20,53,59,1
Panos Katseris,GRE,DF,22,Lorient,Ligue 1,11.6,26,20,16,8,2,16,25,64.0,9,20,4,16,8,34,18,0
Ayman Kari,FRA,MF,18,Lorient,Ligue 1,9.9,18,14,9,9,0,12,19,63.2,7,19,2,17,6,24,9,1
Darlin Yongwa,CMR,DF,22,Lorient,Ligue 1,12.9,30,23,17,11,2,14,25,56.0,11,14,2,12,15,45,36,0
Eli Junior Kroupi,FRA,"FW,MF",17,Lorient,Ligue 1,12.0,7,4,2,2,3,1,9,11.1,8,6,0,6,10,17,5,0
Gedeon Kalulu,COD,DF,25,Lorient,Ligue 1,10.8,23,17,13,8,2,12,22,54.5,10,18,2,16,5,28,30,0
Tosin Aiyegun,BEN,"MF,FW",25,Lorient,Ligue 1,10.0,6,4,2,3,1,3,9,33.3,6,4,1,3,2,8,8,0
Imran Louza,MAR,MF,24,Lorient,Ligue 1,9.6,13,7,2,8,3,2,8,25.0,6,8,1,7,9,22,4,0
Vincent Le Goff,FRA,"DF,MF",33,Lorient,Ligue 1,6.0,5,0,4,0,1,4,8,50.0,4,11,3,8,3,8,10,0
Benjamin Mendy,FRA,DF,29,Lorient,Ligue 1,7.9,3,1,2,1,0,1,5,20.0,4,8,2,6,7,10,20,0
Bamba Dieng,SEN,FW,23,Lorient,Ligue 1,6.1,3,3,0,3,0,1,3,33.3,2,3,0,3,0,3,7,0
Jean-Victor Makengo,FRA,"MF,FW",25,Lorient,Ligue 1,5.3,5,4,3,2,0,2,6,33.3,4,12,1,11,8,13,5,0
Siriné Doucouré,MLI,FW,21,Lorient,Ligue 1,4.7,8,6,0,4,4,3,3,100.0,0,4,0,4,1,9,6,0
Badredine Bouanani,ALG,MF,18,Lorient,Ligue 1,4.9,4,2,1,1,2,2,4,50.0,2,3,0,3,2,6,3,0
Bonke Innocent,NGA,MF,27,Lorient,Ligue 1,2.3,6,4,2,2,2,2,9,22.2,7,2,1,1,4,10,2,0
Pablo Pagis,FRA,MF,20,Lorient,Ligue 1,1.8,10,6,5,4,1,6,10,60.0,4,2,0,2,3,13,1,0
Igor Carioca,BRA,"DF,MF",26,Lorient,Ligue 1,2.9,8,6,6,1,1,4,6,66.7,2,0,0,0,3,11,6,0
Bamo Meïté,CIV,DF,21,Lorient,Ligue 1,1.6,2,1,2,0,0,0,1,0.0,1,3,2,1,3,5,9,0
Loris Mouyokolo,FRA,DF,22,Lorient,Ligue 1,1.0,4,1,4,0,0,1,1,100.0,0,1,0,1,0,4,3,0
Aurélien Pelon,FRA,DF,19,Lorient,Ligue 1,1.0,1,0,1,0,0,0,2,0.0,2,2,2,0,0,1,7,0
Bassirou Ndiaye,SEN,FW,21,Lorient,Ligue 1,1.7,5,2,2,2,1,3,5,60.0,2,1,1,0,1,6,0,0
Dembo Sylla,GUI,DF,20,Lorient,Ligue 1,0.5,1,1,0,1,0,0,0,0.0,0,0,0,0,1,2,2,0
Ibrahima Koné,MLI,FW,24,Lorient,Ligue 1,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Adrian Grbić,AUT,FW,26,Lorient,Ligue 1,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Joel Mvuka,NOR,"DF,FW",20,Lorient,Ligue 1,0.2,5,0,3,1,1,3,7,42.9,4,1,0,1,0,5,1,0
Royce Openda Owaga,GAB,FW,21,Lorient,Ligue 1,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Gino Caoki,FRA,MF,19,Lorient,Ligue 1,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Andy Pelmard,FRA,DF,23,Clermont Foot,Ligue 1,33.2,51,38,41,9,1,32,40,80.0,8,37,20,17,33,84,99,2
Mory Diaw,SEN,GK,30,Clermont Foot,Ligue 1,30.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,13,5
Muhammed Cham,AUT,"MF,FW",22,Clermont Foot,Ligue 1,28.4,25,14,10,13,2,11,27,40.7,16,20,2,18,8,33,5,1
Neto Borges,BRA,DF,26,Clermont Foot,Ligue 1,28.0,48,24,25,18,5,28,63,44.4,35,28,6,22,57,105,84,0
Johan Gastien,FRA,MF,35,Clermont Foot,Ligue 1,25.1,43,22,18,21,4,23,81,28.4,58,31,9,22,36,79,24,4
Jim Allevinah,GAB,"MF,DF",28,Clermont Foot,Ligue 1,20.7,30,18,11,14,5,14,35,40.0,21,20,3,17,13,43,30,0
Maximiliano Caufriez,BEL,DF,26,Clermont Foot,Ligue 1,18.4,38,28,31,5,2,19,29,65.5,10,18,12,6,18,56,69,2
Yohann Magnin,FRA,MF,26,Clermont Foot,Ligue 1,18.7,49,31,12,32,5,22,47,46.8,25,38,13,25,19,68,26,1
Shamar Nicholson,JAM,FW,26,Clermont Foot,Ligue 1,16.5,6,2,0,4,2,1,4,25.0,3,6,2,4,0,6,15,0
Maxime Gonalons,FRA,MF,34,Clermont Foot,Ligue 1,14.4,47,33,14,27,6,25,57,43.9,32,18,3,15,20,67,11,0
Mehdi Zeffane,ALG,"DF,MF",31,Clermont Foot,Ligue 1,13.7,31,20,17,11,3,17,34,50.0,17,14,3,11,16,47,34,0
Elba Rashani,KVX,"MF,FW",30,Clermont Foot,Ligue 1,13.1,30,18,4,17,9,11,24,45.8,13,17,3,14,12,42,15,0
Chrislain Matsima,FRA,DF,21,Clermont Foot,Ligue 1,13.1,18,11,11,7,0,10,18,55.6,8,14,10,4,13,31,74,1
Alidu Seidu,GHA,DF,23,Clermont Foot,Ligue 1,12.6,32,24,17,15,0,24,31,77.4,7,15,7,8,25,57,37,0
Habib Keita,MLI,MF,21,Clermont Foot,Ligue 1,14.2,34,19,14,15,5,17,28,60.7,11,27,10,17,29,63,30,0
Cheick Konaté,MLI,DF,19,Clermont Foot,Ligue 1,11.9,26,15,17,9,0,20,36,55.6,16,16,2,14,13,39,21,0
Alan Virginius,FRA,FW,20,Clermont Foot,Ligue 1,10.4,9,5,4,4,1,4,11,36.4,7,7,0,7,3,12,7,0
Grejohn Kyei,FRA,FW,27,Clermont Foot,Ligue 1,11.4,6,4,2,2,2,2,3,66.7,1,5,1,4,1,7,10,0
Bilal Boutobba,FRA,"FW,MF",24,Clermont Foot,Ligue 1,10.3,22,12,6,10,6,10,23,43.5,13,9,0,9,8,30,3,0
Florent Ogier,FRA,DF,34,Clermont Foot,Ligue 1,10.5,19,9,13,6,0,11,18,61.1,7,25,19,6,9,28,35,3
Massamba Ndiaye,SEN,GK,21,Clermont Foot,Ligue 1,4.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
Jérémy Jacquet,FRA,DF,18,Clermont Foot,Ligue 1,2.8,4,3,4,0,0,3,3,100.0,0,7,3,4,6,10,10,0
Yoël Armougom,FRA,"DF,MF",25,Clermont Foot,Ligue 1,2.6,3,3,2,0,1,2,3,66.7,1,1,0,1,1,4,3,0
Mateusz Wieteska,POL,DF,26,Clermont Foot,Ligue 1,1.9,4,1,3,1,0,3,5,60.0,2,4,2,2,5,9,8,0
Jérémie Bela,ANG,"MF,FW",30,Clermont Foot,Ligue 1,2.3,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,1,0
Komnen Andrić,SRB,FW,28,Clermont Foot,Ligue 1,1.9,2,1,0,1,1,0,4,0.0,4,2,0,2,0,2,1,0
Ilhan Fakili,FRA,"MF,FW",17,Clermont Foot,Ligue 1,1.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
Aïman Maurer,MAR,"MF,FW",18,Clermont Foot,Ligue 1,0.6,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0
Mohamed Bouchenna,FRA,"MF,FW",17,Clermont Foot,Ligue 1,0.3,1,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0
Joshua M'Bahia,CIV,MF,18,Clermont Foot,Ligue 1,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Abdellah Baallal,MAR,MF,18,Clermont Foot,Ligue 1,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
Rodri,ESP,MF,27,Manchester City,Premier League,32.6,70,43,25,33,12,29,60,48.3,31,32,8,24,26,96,41,4
Phil Foden,ENG,"FW,MF",23,Manchester City,Premier League,31.7,31,20,11,10,10,13,31,41.9,18,30,0,30,13,44,18,1
Ederson,BRA,GK,29,Manchester City,Premier League,30.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1
Julián Álvarez,ARG,"MF,FW",23,Manchester City,Premier League,29.4,24,13,5,8,11,8,32,25.0,24,30,0,30,2,26,14,1
Kyle Walker,ENG,DF,33,Manchester City,Premier League,30.7,38,24,19,17,2,19,39,48.7,20,19,6,13,27,65,40,1
Bernardo Silva,POR,"MF,FW",28,Manchester City,Premier League,28.6,51,23,13,25,13,25,57,43.9,32,32,4,28,17,68,15,1
Erling Haaland,NOR,FW,23,Manchester City,Premier League,28.4,6,3,0,3,3,2,3,66.7,1,11,1,10,2,8,16,0
Rúben Dias,POR,DF,26,Manchester City,Premier League,28.4,39,20,14,21,4,19,26,73.1,7,32,17,15,30,69,77,0
Manuel Akanji,SUI,"DF,MF",28,Manchester City,Premier League,27.9,42,28,16,18,8,22,39,56.4,17,28,12,16,23,65,70,3
Joško Gvardiol,CRO,DF,21,Manchester City,Premier League,25.9,55,33,21,24,10,21,38,55.3,17,36,12,24,27,82,37,3
Nathan Aké,NED,DF,28,Manchester City,Premier League,22.7,26,16,15,8,3,13,20,65.0,7,17,2,15,14,40,54,0
Jeremy Doku,BEL,"FW,MF",21,Manchester City,Premier League,17.7,39,22,13,12,14,9,20,45.0,11,14,0,14,9,48,5,0
Mateo Kovačić,CRO,MF,29,Manchester City,Premier League,17.2,36,25,16,15,5,18,28,64.3,10,23,1,22,10,46,10,0
Kevin De Bruyne,BEL,MF,32,Manchester City,Premier League,13.6,14,9,1,5,8,7,20,35.0,13,5,0,5,4,18,4,0
John Stones,ENG,"DF,MF",29,Manchester City,Premier League,11.8,2,1,1,0,1,0,3,0.0,3,11,7,4,10,12,21,0
Jack Grealish,ENG,"FW,MF",27,Manchester City,Premier League,11.2,13,8,6,7,0,6,12,50.0,6,13,2,11,6,19,5,0
Rico Lewis,ENG,"DF,MF",18,Manchester City,Premier League,9.0,10,7,4,4,2,3,7,42.9,4,7,1,6,4,14,6,0
Matheus Nunes,POR,MF,24,Manchester City,Premier League,7.3,10,4,1,7,2,5,16,31.3,11,7,1,6,1,11,8,1
Stefan Ortega,GER,GK,30,Manchester City,Premier League,7.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1
Oscar Bobb,NOR,"FW,MF",20,Manchester City,Premier League,3.4,7,3,1,2,4,2,4,50.0,2,4,0,4,5,12,1,0
Kalvin Phillips,ENG,MF,27,Manchester City,Premier League,1.0,3,3,1,1,1,0,0,0.0,0,0,0,0,2,5,2,0
Sergio Gómez,ESP,"FW,MF",22,Manchester City,Premier League,0.6,1,0,0,1,0,1,2,50.0,1,0,0,0,1,2,0,0
Aymeric Laporte,ESP,DF,29,Manchester City,Premier League,0.1,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0
Cole Palmer,ENG,MF,21,Manchester City,Premier League,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
James Mcatee,ENG,MF,20,Manchester City,Premier League,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
William Saliba,FRA,DF,22,Arsenal,Premier League,38.0,41,26,28,12,1,20,27,74.1,7,32,17,15,29,70,81,3
Declan Rice,ENG,MF,24,Arsenal,Premier League,35.8,83,51,37,38,8,32,57,56.1,25,37,11,26,44,127,52,0
Martin Ødegaard,NOR,MF,24,Arsenal,Premier League,34.3,49,17,18,21,10,17,58,29.3,41,23,1,22,15,64,5,0
Ben White,ENG,DF,25,Arsenal,Premier League,33.2,48,28,20,22,6,26,58,44.8,32,48,22,26,32,80,77,1
Bukayo Saka,ENG,FW,21,Arsenal,Premier League,32.4,66,35,22,24,20,26,59,44.1,33,43,2,41,15,81,24,1
Gabriel Magalhães,BRA,DF,25,Arsenal,Premier League,33.8,48,28,24,22,2,17,22,77.3,5,44,33,11,31,79,100,1
David Raya,ESP,GK,27,Arsenal,Premier League,32.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,8,5
Kai Havertz,GER,"MF,FW",24,Arsenal,Premier League,29.3,35,15,7,21,7,14,39,35.9,25,26,1,25,20,55,22,0
Gabriel Martinelli,BRA,FW,22,Arsenal,Premier League,22.4,30,24,9,12,9,13,32,40.6,19,23,1,22,5,35,9,1
Oleksandr Zinchenko,UKR,DF,26,Arsenal,Premier League,19.1,50,30,19,24,7,35,52,67.3,17,18,3,15,20,70,26,2
Leandro Trossard,BEL,"FW,MF",28,Arsenal,Premier League,18.3,27,16,8,9,10,9,25,36.0,16,27,1,26,8,35,6,0
Gabriel Jesus,BRA,FW,26,Arsenal,Premier League,16.4,24,17,11,5,8,5,18,27.8,13,23,1,22,13,37,12,0
Jakub Kiwior,POL,DF,23,Arsenal,Premier League,10.5,20,12,11,8,1,14,19,73.7,5,11,3,8,8,28,28,1
Takehiro Tomiyasu,JPN,DF,24,Arsenal,Premier League,12.8,20,9,15,4,1,11,18,61.1,7,10,4,6,18,38,33,0
Eddie Nketiah,ENG,FW,24,Arsenal,Premier League,12.0,12,7,2,6,4,2,7,28.6,5,11,0,11,4,16,4,0
Jorginho,ITA,MF,31,Arsenal,Premier League,10.2,24,10,6,10,8,11,23,47.8,12,17,1,16,12,36,7,1
Thomas Partey,GHA,"MF,DF",30,Arsenal,Premier League,8.8,14,11,9,4,1,5,10,50.0,5,9,3,6,11,25,9,0
Aaron Ramsdale,ENG,GK,25,Arsenal,Premier League,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2
Emile Smith Rowe,ENG,MF,23,Arsenal,Premier League,3.9,4,1,2,2,0,2,4,50.0,2,3,1,2,3,7,1,0
Fabio Vieira,POR,"MF,FW",23,Arsenal,Premier League,3.3,3,2,2,0,1,3,3,100.0,0,0,0,0,2,5,2,0
Reiss Nelson,ENG,FW,23,Arsenal,Premier League,3.0,9,6,5,1,3,8,10,80.0,2,5,1,4,1,10,5,0
Jurriën Timber,NED,DF,22,Arsenal,Premier League,0.8,2,2,1,1,0,0,0,0.0,0,1,0,1,0,2,1,0
Cédric Soares,POR,DF,31,Arsenal,Premier League,0.7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Mohamed Elneny,EGY,MF,31,Arsenal,Premier League,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Ethan Nwaneri,ENG,FW,16,Arsenal,Premier League,0.2,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
Virgil van Dijk,NED,DF,32,Liverpool,Premier League,35.3,40,23,24,13,3,12,14,85.7,2,47,34,13,39,79,144,0
Luis Díaz,COL,FW,26,Liverpool,Premier League,29.2,35,25,5,17,13,7,30,23.3,23,15,0,15,3,38,8,0
Alexis Mac Allister,ARG,MF,24,Liverpool,Premier League,28.9,99,55,35,50,14,59,125,47.2,66,65,8,57,35,134,25,1
Mohamed Salah,EGY,FW,31,Liverpool,Premier League,28.2,17,11,1,8,8,6,21,28.6,15,19,1,18,2,19,1,0
Alisson,BRA,GK,30,Liverpool,Premier League,28.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,4
Trent Alexander-Arnold,ENG,DF,24,Liverpool,Premier League,23.9,39,26,26,11,2,27,87,31.0,60,22,2,20,31,70,48,5
Dominik Szoboszlai,HUN,MF,22,Liverpool,Premier League,23.4,32,19,12,12,8,16,50,32.0,34,37,2,35,15,47,16,1
Darwin Núñez,URU,FW,24,Liverpool,Premier League,22.7,22,12,2,10,10,11,23,47.8,12,18,6,12,3,25,9,0
Wataru Endo,JPN,MF,30,Liverpool,Premier League,19.1,48,28,11,31,6,20,61,32.8,41,24,2,22,20,68,31,3
Andrew Robertson,SCO,DF,29,Liverpool,Premier League,18.8,35,24,21,11,3,26,43,60.5,17,20,6,14,13,48,40,0
Joe Gomez,ENG,DF,26,Liverpool,Premier League,19.8,47,31,24,16,7,30,63,47.6,33,26,4,22,19,66,50,2
Cody Gakpo,NED,"FW,MF",24,Liverpool,Premier League,18.3,27,17,8,14,5,8,25,32.0,17,21,4,17,14,41,7,0
Ibrahima Konaté,FRA,DF,24,Liverpool,Premier League,17.5,36,22,22,13,1,18,24,75.0,6,18,12,6,20,56,51,1
Curtis Jones,ENG,MF,22,Liverpool,Premier League,13.0,27,14,12,12,3,10,23,43.5,13,22,0,22,7,34,8,0
Diogo Jota,POR,FW,26,Liverpool,Premier League,12.7,23,13,6,13,4,10,23,43.5,13,9,1,8,7,30,4,0
Jarell Quansah,ENG,DF,20,Liverpool,Premier League,13.2,25,22,17,7,1,14,20,70.0,6,16,8,8,17,42,39,1
Ryan Gravenberch,NED,MF,21,Liverpool,Premier League,12.5,26,12,5,13,8,12,29,41.4,17,20,2,18,14,40,11,0
Harvey Elliott,ENG,"MF,FW",20,Liverpool,Premier League,15.0,27,17,8,14,5,10,31,32.3,21,27,0,27,6,33,7,0
Caoimhín Kelleher,IRL,GK,24,Liverpool,Premier League,10.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,1
Conor Bradley,NIR,DF,20,Liverpool,Premier League,8.4,33,25,14,12,7,24,38,63.2,14,17,1,16,10,43,14,0
Joël Matip,CMR,DF,31,Liverpool,Premier League,8.7,12,6,7,4,1,8,12,66.7,4,16,12,4,9,21,43,0
Kostas Tsimikas,GRE,DF,27,Liverpool,Premier League,7.5,19,13,9,6,4,9,15,60.0,6,9,1,8,6,25,10,0
Bobby Clark,ENG,MF,18,Liverpool,Premier League,1.0,2,1,1,1,0,1,5,20.0,4,6,2,4,1,3,1,0
Stefan Bajcetic,ESP,MF,18,Liverpool,Premier League,0.3,4,1,3,1,0,3,5,60.0,2,0,0,0,0,4,0,0
Ben Doak,SCO,FW,17,Liverpool,Premier League,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Jayden Danns,ENG,FW,17,Liverpool,Premier League,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Owen Beck,WAL,DF,20,Liverpool,Premier League,0.1,2,1,1,1,0,0,0,0.0,0,0,0,0,0,2,1,0
Thiago Alcántara,ESP,MF,32,Liverpool,Premier League,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
James McConnell,ENG,MF,18,Liverpool,Premier League,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,0,0
Kaide Gordon,ENG,FW,18,Liverpool,Premier League,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ollie Watkins,ENG,FW,27,Aston Villa,Premier League,35.7,12,7,0,5,7,5,11,45.5,6,26,4,22,4,16,20,0
Ezri Konsa,ENG,DF,25,Aston Villa,Premier League,34.1,54,32,28,23,3,23,27,85.2,4,36,20,16,28,82,73,3
John McGinn,SCO,"MF,FW",28,Aston Villa,Premier League,33.3,59,35,18,34,7,32,77,41.6,45,33,4,29,21,80,21,0
Douglas Luiz,BRA,MF,25,Aston Villa,Premier League,33.3,58,38,21,27,10,25,53,47.2,28,32,8,24,23,81,18,2
Emiliano Martínez,ARG,GK,30,Aston Villa,Premier League,33.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,3
Pau Torres,ESP,DF,26,Aston Villa,Premier League,27.4,29,18,17,11,1,14,30,46.7,16,28,12,16,14,43,75,0
Lucas Digne,FRA,DF,30,Aston Villa,Premier League,26.8,47,19,35,9,3,25,44,56.8,19,20,2,18,26,73,67,0
Moussa Diaby,FRA,"FW,MF",24,Aston Villa,Premier League,24.2,12,5,5,4,3,4,22,18.2,18,8,1,7,9,21,6,0
Matty Cash,POL,DF,25,Aston Villa,Premier League,23.8,54,31,24,24,6,29,59,49.2,30,35,14,21,18,72,59,0
Leon Bailey,JAM,"MF,FW",25,Aston Villa,Premier League,23.0,13,7,7,4,2,5,20,25.0,15,18,1,17,9,22,6,0
Diego Carlos,BRA,DF,30,Aston Villa,Premier League,20.2,27,16,22,4,1,13,21,61.9,8,24,19,5,13,40,78,3
Boubacar Kamara,FRA,MF,23,Aston Villa,Premier League,18.4,43,29,16,21,6,24,47,51.1,23,21,7,14,21,64,16,0
Youri Tielemans,BEL,"MF,FW",26,Aston Villa,Premier League,18.0,41,20,17,18,6,16,40,40.0,24,23,3,20,15,56,9,0
Clément Lenglet,FRA,DF,28,Aston Villa,Premier League,12.8,13,9,7,5,1,7,13,53.8,6,19,11,8,7,20,47,1
Alex Moreno,ESP,DF,30,Aston Villa,Premier League,11.5,18,12,18,0,0,12,19,63.2,7,11,2,9,13,31,37,0
Nicolò Zaniolo,ITA,"FW,MF",24,Aston Villa,Premier League,9.3,19,9,10,7,2,9,17,52.9,8,13,0,13,1,20,11,0
Jacob Ramsey,ENG,"FW,MF",22,Aston Villa,Premier League,9.5,16,8,7,6,3,5,15,33.3,10,15,2,13,3,19,8,0
Morgan Rogers,ENG,"MF,FW",21,Aston Villa,Premier League,7.1,8,1,3,2,3,2,11,18.2,9,11,0,11,3,11,11,0
Robin Olsen,SWE,GK,33,Aston Villa,Premier League,4.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Jhon Durán,COL,"FW,MF",19,Aston Villa,Premier League,5.3,6,5,3,1,2,1,6,16.7,5,6,0,6,1,7,10,0
Tim Iroegbunam,ENG,MF,20,Aston Villa,Premier League,1.8,7,5,4,2,1,4,9,44.4,5,3,0,3,2,9,3,0
Calum Chambers,ENG,"MF,DF",28,Aston Villa,Premier League,1.7,3,0,3,0,0,0,1,0.0,1,2,1,1,2,5,4,0
Leander Dendoncker,BEL,MF,28,Aston Villa,Premier League,1.3,6,4,3,2,1,4,5,80.0,1,5,2,3,2,8,3,1
Tyrone Mings,ENG,DF,30,Aston Villa,Premier League,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0
Omari Kellyman,ENG,FW,17,Aston Villa,Premier League,0.4,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
Philippe Coutinho,BRA,"MF,FW",31,Aston Villa,Premier League,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Bertrand Traoré,BFA,"DF,FW",27,Aston Villa,Premier League,0.1,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,1,0
Cameron Archer,ENG,MF,22,Aston Villa,Premier League,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Kaine Kesler-Hayden,ENG,"MF,DF",20,Aston Villa,Premier League,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Finley Munroe,ENG,MF,18,Aston Villa,Premier League,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Jaden Philogene Bidace,ENG,FW,21,Aston Villa,Premier League,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Guglielmo Vicario,ITA,GK,26,Tottenham,Premier League,38.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,31,2
Pedro Porro,ESP,DF,23,Tottenham,Premier League,34.3,91,63,43,34,14,62,120,51.7,58,63,18,45,34,125,102,3
Son Heung-min,KOR,FW,31,Tottenham,Premier League,32.6,21,13,6,7,8,10,21,47.6,11,4,1,3,8,29,4,0
Cristian Romero,ARG,DF,25,Tottenham,Premier League,31.0,66,40,35,25,6,32,44,72.7,12,46,22,24,44,110,106,1
Dejan Kulusevski,SWE,"FW,MF",23,Tottenham,Premier League,30.7,62,33,19,20,23,25,67,37.3,42,24,1,23,18,80,2,1
Destiny Udogie,ITA,DF,20,Tottenham,Premier League,26.6,68,33,41,16,11,27,49,55.1,22,27,8,19,37,105,80,5
Micky van de Ven,NED,DF,22,Tottenham,Premier League,26.0,49,35,34,12,3,24,33,72.7,9,25,15,10,18,67,78,1
Pape Matar Sarr,SEN,MF,20,Tottenham,Premier League,23.0,34,24,11,17,6,15,36,41.7,21,21,5,16,31,65,28,1
James Maddison,ENG,MF,26,Tottenham,Premier League,23.7,33,19,5,18,10,15,29,51.7,14,15,3,12,13,46,10,1
Yves Bissouma,MLI,MF,26,Tottenham,Premier League,23.0,80,52,32,36,12,41,61,67.2,20,28,5,23,37,117,43,3
Brennan Johnson,WAL,FW,22,Tottenham,Premier League,23.2,26,15,14,5,7,12,31,38.7,19,37,1,36,10,36,12,1
Richarlison,BRA,FW,26,Tottenham,Premier League,16.6,16,11,4,8,4,2,10,20.0,8,32,6,26,8,24,23,0
Rodrigo Bentancur,URU,MF,26,Tottenham,Premier League,11.2,23,15,10,11,2,10,24,41.7,14,15,4,11,17,40,16,1
Ben Davies,WAL,DF,30,Tottenham,Premier League,12.1,24,17,13,8,3,16,21,76.2,5,17,15,2,10,34,35,0
Emerson,BRA,DF,24,Tottenham,Premier League,12.9,36,24,23,10,3,21,43,48.8,22,23,10,13,20,56,50,1
Timo Werner,GER,FW,27,Tottenham,Premier League,9.0,7,4,3,4,0,5,18,27.8,13,12,0,12,3,10,2,0
Pierre Højbjerg,DEN,MF,27,Tottenham,Premier League,14.6,32,18,13,17,2,13,34,38.2,21,21,7,14,19,51,30,3
Oliver Skipp,ENG,"MF,DF",22,Tottenham,Premier League,7.9,18,12,9,6,3,11,18,61.1,7,12,1,11,3,21,9,0
Giovani Lo Celso,ARG,MF,27,Tottenham,Premier League,5.6,22,13,10,8,4,9,14,64.3,5,4,1,3,5,27,2,0
Radu Drăgușin,ROU,DF,21,Tottenham,Premier League,4.8,5,3,5,0,0,3,3,100.0,0,5,4,1,8,13,19,0
Bryan Gil,ESP,"FW,MF",22,Tottenham,Premier League,2.3,1,0,0,0,1,1,4,25.0,3,3,0,3,3,4,4,0
Eric Dier,ENG,DF,29,Tottenham,Premier League,2.2,2,1,2,0,0,2,2,100.0,0,3,3,0,2,4,12,0
Ivan Perišić,CRO,FW,34,Tottenham,Premier League,1.1,3,2,1,1,1,3,5,60.0,2,1,0,1,2,5,1,0
Davinson Sánchez,COL,DF,27,Tottenham,Premier League,0.9,0,0,0,0,0,0,0,0.0,0,3,2,1,1,1,2,0
Alejo Véliz,ARG,FW,19,Tottenham,Premier League,0.6,1,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0
Dane Scarlett,ENG,FW,19,Tottenham,Premier League,0.2,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
