player,nationality,position,age,club,league,minutes_90s,touches,touches_dpa,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_apa,touches_live_ball,TO,TO_won,TO_won_pct,TO_tkld,TO_tkld_pct,carries,carries_dist,carries_prog_dist,prog_carries,carries_into_final_3rd,carries_into_pa,miscontrols,dispossesed,passes_rec,prog_passes_rec
Andrew Jung,FRA,FW,25,Valenciennes,Ligue 2,11.4,422,11,27,231,167,41,421,18,10,55.6,8,44.4,292,1569,408,16,13,7,25,15,326,70
Andrew Moran,IRL,"FW,MF",19,Blackburn,EFL,20.6,1230,31,223,541,486,63,1230,64,31,48.4,30,46.9,735,4138,2040,47,37,8,46,38,878,138
Andrew Omobamidele,IRL,DF,21,Norwich City,EFL,0.2,31,5,17,14,0,0,31,1,0,0.0,0,0.0,21,106,52,0,0,0,0,0,21,0
Andrew Privett,USA,DF,22,Charlotte,MLS,11.6,764,68,373,352,45,10,764,0,0,0.0,0,0.0,501,2609,1469,5,3,0,15,1,539,4
Andrew Tarbell,USA,GK,29,Dynamo FC,MLS,1.0,26,26,26,0,0,0,26,0,0,0.0,0,0.0,16,58,52,0,0,0,0,0,11,0
Andrija Novakovich,USA,FW,26,Calcio Lecco 1912,Serie B,31.1,859,27,53,381,429,152,858,54,26,48.1,25,46.3,492,2244,758,32,19,20,107,75,687,149
Andrija Vukčević,MNE,"DF,MF",26,FC Juárez,Liga MX,15.5,657,34,196,283,191,25,657,26,10,38.5,13,50.0,348,2457,1242,46,34,11,17,8,362,69
András Németh,HUN,"FW,MF",20,Hamburger SV,2. Bundesliga,6.3,184,4,12,72,100,55,184,15,8,53.3,7,46.7,84,440,236,11,4,9,13,7,112,27
André Green,ENG,FW,25,Rotherham Utd,EFL,7.2,225,11,39,73,116,11,225,14,5,35.7,9,64.3,128,931,342,16,8,3,19,13,148,40
André Hoffmann,GER,DF,30,Düsseldorf,2. Bundesliga,10.4,865,79,422,413,32,10,865,2,2,100.0,0,0.0,571,2983,1677,9,3,0,5,1,657,2
André Vidigal,POR,"FW,MF",24,Stoke City,EFL,18.7,732,9,63,248,431,74,731,43,16,37.2,25,58.1,460,2996,1091,53,34,18,54,33,535,172
André-Pierre Gignac,FRA,FW,37,UANL,Liga MX,19.6,569,22,30,278,264,92,566,18,9,50.0,9,50.0,327,1609,609,21,17,11,43,15,415,111
Andrés Colorado,COL,MF,24,Necaxa,Liga MX,7.0,292,18,66,170,59,8,292,7,5,71.4,1,14.3,133,638,276,2,7,0,13,2,171,12
Andrés Cubas,PAR,MF,26,Vancouver W'caps,MLS,23.8,1432,64,385,991,75,0,1432,17,9,52.9,7,41.2,783,3317,1197,4,10,0,21,13,909,5
Andrés Fernández,ESP,GK,37,Levante,Segunda Division,33.0,1041,957,1037,4,0,0,1041,0,0,0.0,0,0.0,492,2609,1725,0,0,0,0,0,384,0
Andrés Ferrari,URU,"FW,MF",21,Villarreal B,Segunda Division,6.9,187,5,15,80,94,37,187,17,8,47.1,7,41.2,97,611,226,8,7,6,33,13,125,36
Andrés García,ESP,"DF,MF",21,Levante,Segunda Division,16.7,969,38,271,369,341,26,969,65,27,41.5,36,55.4,560,4247,2248,75,36,9,31,14,591,128
Andrés Guardado,MEX,"MF,DF",36,León,Liga MX,3.6,317,13,92,195,38,0,317,6,3,50.0,1,16.7,187,953,503,4,5,0,5,3,195,4
Andrés Gudiño,MEX,GK,26,Cruz Azul,Liga MX,13.5,407,359,406,0,1,1,407,0,0,0.0,0,0.0,194,1132,692,0,0,0,1,0,135,0
Andrés Iniestra,MEX,MF,27,Atlético,Liga MX,0.3,17,3,6,7,4,0,17,0,0,0.0,0,0.0,9,28,14,0,2,0,1,0,11,1
Andrés Martín,ESP,DF,22,Zaragoza,Segunda Division,8.4,582,33,198,295,96,1,582,15,10,66.7,5,33.3,273,1381,740,17,10,1,7,9,279,28
Andrés Martín,ESP,"FW,MF",24,Racing Sant,Segunda Division,14.5,697,11,80,295,332,72,697,54,25,46.3,27,50.0,420,2072,948,30,28,7,54,38,462,120
Andrés Micolta,ECU,DF,24,Pachuca,Liga MX,6.0,306,33,184,122,3,1,306,2,2,100.0,0,0.0,170,834,447,1,2,0,3,0,168,0
Andrés Mosquera Guardia,COL,DF,33,Toluca,Liga MX,15.6,1197,150,649,512,40,15,1197,4,2,50.0,1,25.0,653,2399,1051,6,11,0,3,1,856,4
Andrés Perea,USA,MF,22,Philadelphia,MLS,1.7,94,11,22,39,34,9,94,3,2,66.7,1,33.3,48,209,106,1,0,0,4,0,60,10
Andrés Perea,USA,MF,22,NYCFC,MLS,8.6,474,19,88,285,104,24,474,9,6,66.7,3,33.3,257,1318,638,13,10,4,10,10,342,22
Andrés Reyes,COL,DF,23,NY Red Bulls,MLS,26.5,1463,111,588,777,108,47,1463,13,7,53.8,5,38.5,615,3121,1682,21,6,1,20,4,628,8
Andrés Sánchez,MEX,GK,25,Atlético,Liga MX,24.0,813,735,807,6,0,0,813,0,0,0.0,0,0.0,400,1934,1052,0,0,0,1,0,320,0
Andy,ESP,MF,34,Cartagena,Segunda Division,19.8,1158,52,228,669,267,11,1157,6,2,33.3,3,50.0,488,1811,776,10,4,1,9,9,699,32
Andy,ESP,"MF,DF",34,Burgos,Segunda Division,2.0,149,18,62,58,31,2,149,1,1,100.0,0,0.0,61,216,98,0,2,0,1,0,80,1
Andy Carroll,ENG,FW,34,Amiens,Ligue 2,16.2,652,45,76,328,255,87,652,19,7,36.8,10,52.6,410,2083,480,3,14,0,54,22,498,83
Andy King,WAL,"MF,DF",34,Bristol City,EFL,4.6,255,18,77,144,35,10,255,1,1,100.0,0,0.0,103,398,175,3,2,1,3,2,162,8
Andy Najar,HON,DF,29,D.C. United,MLS,12.3,749,30,198,375,197,23,749,64,38,59.4,18,28.1,432,2667,1406,31,23,9,16,9,430,40
Andy Pembélé,FRA,"DF,MF",23,Paris FC,Ligue 2,1.3,71,1,9,33,33,1,71,9,4,44.4,5,55.6,37,287,119,5,3,0,5,1,35,8
Andy Rinomhota,ZIM,MF,26,Rotherham Utd,EFL,12.5,531,32,124,283,132,14,531,15,7,46.7,7,46.7,249,1242,631,19,9,2,17,7,284,9
Andy Rinomhota,ZIM,"MF,FW",26,Cardiff City,EFL,1.4,53,1,10,37,6,2,53,3,1,33.3,2,66.7,33,196,100,2,2,0,1,1,33,2
Andy Smith,SCO,MF,21,Hull City,EFL,0.0,2,0,1,1,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
Anfernee Dijksteel,SUR,DF,26,Middlesbrough,EFL,8.3,602,18,141,261,206,24,602,18,7,38.9,9,50.0,336,1877,1007,23,15,1,14,11,383,54
Ange Ahoussou,CIV,DF,19,Pau FC,Ligue 2,18.7,1210,158,639,543,31,11,1210,4,3,75.0,1,25.0,854,5078,2496,7,4,0,7,5,784,3
Ange-Yoan Bonny,FRA,FW,19,Parma,Serie B,22.1,814,4,33,259,533,156,813,86,46,53.5,34,39.5,576,3298,1443,58,27,32,89,69,664,206
Angel Troncho,ESP,"FW,DF",21,Eibar,Segunda Division,1.0,74,0,7,18,49,3,74,10,1,10.0,9,90.0,46,325,134,4,4,0,6,1,54,17
Angel Troncho,ESP,"MF,FW",21,Amorebieta,Segunda Division,2.2,112,1,5,51,59,7,112,13,6,46.2,7,53.8,75,483,183,6,4,2,10,3,80,15
Angus Gunn,SCO,GK,27,Norwich City,EFL,39.3,1576,1290,1569,6,1,1,1576,0,0,0.0,0,0.0,1001,4835,2583,0,0,0,0,0,886,0
Anis Mehmeti,ALB,"MF,FW",22,Bristol City,EFL,20.7,850,18,91,300,478,91,850,101,43,42.6,56,55.4,557,4635,2518,100,51,35,44,43,607,152
Anssi Tapio Suhonen,FIN,MF,22,Hamburger SV,2. Bundesliga,2.9,219,3,35,91,97,17,219,11,6,54.5,5,45.5,125,802,442,18,9,5,8,2,145,30
Ante Palaversa,CRO,"MF,FW",23,Troyes,Ligue 2,2.3,137,11,39,82,17,0,137,1,0,0.0,1,100.0,95,419,173,0,1,0,3,1,84,0
Anthony Briançon,FRA,DF,28,Saint-Étienne,Ligue 2,28.3,2103,322,1232,838,44,16,2103,3,0,0.0,3,100.0,1530,7490,3655,7,6,0,5,0,1410,1
Anthony Fosse,FRA,"FW,MF",18,Ajaccio,Ligue 2,0.8,33,1,5,13,16,7,33,2,1,50.0,1,50.0,25,135,58,0,1,0,1,1,24,8
Anthony Gonçalves,FRA,"DF,MF",37,Stade Laval,Ligue 2,12.4,877,29,203,393,292,8,877,17,12,70.6,5,29.4,487,2821,1315,34,37,2,18,7,452,57
Anthony Khelifa,FRA,DF,17,Ajaccio,Ligue 2,1.3,63,4,25,32,6,1,63,1,0,0.0,1,100.0,41,191,54,0,1,1,2,1,38,2
Anthony Knockaert,FRA,"MF,FW",31,Valenciennes,Ligue 2,11.2,685,14,91,341,267,20,685,54,30,55.6,21,38.9,518,3540,1352,35,43,7,25,24,490,81
Anthony Mandrea,ALG,GK,26,Caen,Ligue 2,34.0,1107,895,1100,7,0,0,1107,1,1,100.0,0,0.0,681,3991,2197,0,1,1,0,0,420,0
Anthony Markanich,PHI,DF,23,St. Louis,MLS,7.3,406,25,130,190,94,10,406,7,2,28.6,4,57.1,160,866,486,16,14,3,5,1,192,18
Anthony Markanich,PHI,DF,23,Rapids,MLS,3.8,245,18,81,118,51,11,245,3,1,33.3,2,66.7,84,411,243,6,3,0,9,1,112,10
Anthony Musaba,NED,"FW,MF",22,Sheffield Weds,EFL,29.1,948,14,140,439,407,109,948,162,57,35.2,97,59.9,617,4906,2371,84,56,43,95,53,665,179
Anthony Partipilo,ITA,FW,28,Parma,Serie B,11.1,493,7,54,164,281,56,493,31,12,38.7,16,51.6,324,1697,843,22,19,10,30,23,362,113
Anthony Patterson,ENG,GK,23,Sunderland,EFL,45.0,1591,1343,1576,12,3,3,1591,2,2,100.0,0,0.0,1043,5105,2824,0,0,0,1,0,910,0
Anthony Roncaglia,FRA,DF,23,Bastia,Ligue 2,24.0,1336,108,586,673,93,15,1336,11,10,90.9,1,9.1,883,5386,2857,20,22,2,21,5,774,10
Anthony Ujah,NGA,FW,32,Braunschweig,2. Bundesliga,10.3,290,8,23,138,133,49,290,10,6,60.0,3,30.0,134,487,178,6,3,4,15,9,219,41
Antoine Batisse,FRA,DF,28,Quevilly-Rouen,Ligue 2,16.0,815,91,382,409,33,15,815,6,5,83.3,1,16.7,543,3583,2059,4,4,0,7,1,494,3
Antoine Batisse,FRA,DF,28,Pau FC,Ligue 2,5.8,441,46,218,203,22,4,441,0,0,0.0,0,0.0,317,1907,926,4,7,0,8,3,278,3
Antoine Gauthier,FRA,FW,19,Saint-Étienne,Ligue 2,0.0,4,0,2,2,0,0,4,1,1,100.0,0,0.0,4,12,0,0,0,0,1,1,2,0
Antoine Hainaut,FRA,"DF,MF",21,Parma,Serie B,1.3,92,7,20,42,30,1,92,1,1,100.0,0,0.0,38,123,51,1,0,0,4,1,47,7
Antoine Larose,FRA,"FW,MF",30,Annecy,Ligue 2,16.9,748,15,81,307,380,81,748,83,37,44.6,41,49.4,483,3589,1504,53,38,20,61,30,466,132
Antoine Léautey,FRA,"MF,FW",27,Amiens,Ligue 2,33.6,1358,23,208,491,691,96,1358,95,38,40.0,50,52.6,1043,9443,4127,139,76,31,74,46,936,342
Antoine Valerio,FRA,MF,23,Rodez Aveyron,Ligue 2,5.2,320,11,52,214,61,5,320,9,5,55.6,4,44.4,218,1263,416,3,12,0,8,7,186,12
Anton Donkor,GER,"DF,FW",25,Braunschweig,2. Bundesliga,28.6,1534,82,496,621,440,59,1534,77,33,42.9,41,53.2,647,4402,2091,71,48,21,54,25,721,145
Antonin Bobichon,FRA,"MF,FW",27,Stade Laval,Ligue 2,15.6,828,5,100,434,309,36,828,33,11,33.3,21,63.6,579,3416,1159,28,26,5,27,15,547,82
Antonino La Gumina,ITA,FW,27,Sampdoria,Serie B,4.3,108,3,5,54,51,18,107,3,2,66.7,1,33.3,65,289,71,2,3,0,9,4,78,23
Antonino La Gumina,ITA,FW,28,CD Mirandés,Segunda Division,10.2,194,6,17,72,106,35,193,6,0,0.0,4,66.7,99,451,137,6,5,0,31,9,131,26
Antonio Barreca,ITA,"DF,FW",28,Sampdoria,Serie B,14.4,772,38,210,339,233,13,772,21,6,28.6,13,61.9,355,1861,1004,22,16,4,22,4,441,67
Antonio Briseño,MEX,DF,29,Guadalajara,Liga MX,18.3,997,127,491,476,34,28,997,0,0,0.0,0,0.0,469,2109,1114,5,2,0,8,2,559,2
Antonio Candela,ITA,DF,23,Venezia,Serie B,33.1,2027,84,587,847,615,63,2027,39,21,53.8,16,41.0,1115,7141,3465,99,47,9,42,25,1266,207
Antonio Caracciolo,ITA,DF,33,Pisa,Serie B,21.7,1661,221,889,704,71,24,1661,3,1,33.3,2,66.7,911,4256,2008,8,8,2,14,6,1124,6
Antonio Carlos,BRA,DF,29,Orlando City,MLS,15.7,872,144,455,398,26,17,872,4,4,100.0,0,0.0,503,2529,1502,12,2,0,2,0,554,2
Antonio Cristian Glauder García,ESP,DF,28,Albacete,Segunda Division,37.6,2015,277,1099,864,60,38,2015,5,4,80.0,1,20.0,987,4420,2206,10,7,1,27,5,1145,2
Antonio Espigare,ESP,DF,19,Villarreal B,Segunda Division,26.0,1502,193,845,622,41,13,1502,6,6,100.0,0,0.0,858,3931,2202,10,3,1,7,2,954,6
Antonio Foti,CYP,"MF,FW",19,Hannover 96,2. Bundesliga,0.7,35,0,3,14,18,1,35,1,0,0.0,1,100.0,22,191,89,3,2,1,3,1,26,6
Antonio Jonjić,GER,"FW,MF",23,Wehen,2. Bundesliga,3.2,139,2,26,53,61,8,139,11,5,45.5,5,45.5,88,549,280,10,3,5,9,9,98,19
Antonio Leone,MEX,DF,19,Monterrey,Liga MX,1.0,72,8,41,32,0,0,72,1,1,100.0,0,0.0,38,196,107,0,0,0,0,0,56,1
Antonio Pacheco,ESP,MF,22,Albacete,Segunda Division,6.7,480,9,78,268,138,16,480,16,7,43.8,7,43.8,281,1380,618,12,11,4,9,6,348,17
Antonio Palumbo,ITA,MF,26,Modena,Serie B,30.7,1970,22,298,1075,636,47,1964,53,25,47.2,21,39.6,1007,6296,3236,74,56,13,58,52,1280,125
Antonio Pergreffi,ITA,DF,35,Modena,Serie B,20.4,1110,136,564,519,32,7,1110,6,2,33.3,1,16.7,528,2715,1549,5,2,1,9,0,692,8
Antonio Raimondo,ITA,FW,19,Ternana,Serie B,24.7,663,17,48,303,322,121,662,32,14,43.8,16,50.0,354,1774,657,32,15,22,74,37,445,137
Antonio Vergara,ITA,"MF,FW",20,Reggiana,Serie B,2.2,120,1,23,50,50,11,120,10,1,10.0,7,70.0,71,382,146,8,4,4,8,11,72,12
Antonio Čolak,CRO,"FW,MF",29,Parma,Serie B,7.4,223,5,20,76,129,47,223,9,1,11.1,8,88.9,125,447,160,7,3,6,13,16,174,51
Antoniu,ESP,"MF,DF",21,Espanyol,Segunda Division,2.7,97,2,23,36,39,1,97,7,4,57.1,3,42.9,48,383,237,7,2,0,5,6,49,15
Antony,BRA,"FW,MF",21,Portland Timbers,MLS,2.8,124,1,5,44,76,9,124,9,6,66.7,2,22.2,91,593,239,9,8,1,8,6,99,43
Antony Curic,CAN,DF,22,Toronto FC,MLS,0.0,4,0,0,4,0,0,4,0,0,0.0,0,0.0,2,8,7,0,0,0,1,0,3,0
Antony Iannarilli,ITA,GK,32,Ternana,Serie B,32.0,993,827,978,15,0,0,993,3,3,100.0,0,0.0,444,2841,1733,0,0,0,0,0,291,1
Anuar,MAR,"MF,FW",29,Valladolid,Segunda Division,10.2,439,22,91,191,167,22,439,17,5,29.4,8,47.1,262,1930,773,31,18,6,16,11,310,89
Aníbal Godoy,PAN,MF,32,Nashville,MLS,18.5,1176,39,270,776,143,8,1176,17,11,64.7,5,29.4,672,3208,1335,16,17,0,16,11,861,20
Ao Tanaka,JPN,MF,24,Düsseldorf,2. Bundesliga,25.1,1585,51,342,959,301,40,1585,34,18,52.9,15,44.1,985,4983,2072,34,23,4,48,32,1139,75
Arana,ESP,FW,24,Eibar,Segunda Division,0.1,4,0,1,0,3,0,4,1,0,0.0,1,100.0,3,23,0,0,1,0,1,0,4,1
Arana,ESP,FW,24,Racing Sant,Segunda Division,27.3,574,26,48,184,347,149,574,73,21,28.8,44,60.3,346,1769,835,33,12,23,73,26,389,146
Arath Moreno,MEX,MF,17,Necaxa,Liga MX,0.4,25,0,6,15,4,0,25,1,0,0.0,1,100.0,12,61,25,0,1,0,1,1,11,0
Archie Gray,ENG,"DF,MF",17,Leeds United,EFL,40.0,2260,69,555,1231,501,31,2260,84,43,51.2,33,39.3,1223,6454,2952,72,49,10,44,42,1355,97
Arelibetsiel Hernández,MEX,DF,28,Tijuana,Liga MX,0.1,16,2,4,6,6,0,16,0,0,0.0,0,0.0,9,42,28,0,0,0,0,0,11,4
Aremu Afeez,NGA,"MF,FW",23,Kaiserslautern,2. Bundesliga,0.6,43,3,15,24,6,0,43,3,3,100.0,0,0.0,15,63,20,0,0,0,2,1,18,1
Ari Contreras,MEX,DF,17,Pachuca,Liga MX,1.6,78,4,22,42,16,2,78,5,1,20.0,4,80.0,36,229,165,7,2,2,1,1,35,4
Arial Mendy,SEN,DF,28,Grenoble,Ligue 2,14.5,1023,67,375,490,178,17,1023,19,12,63.2,7,36.8,697,4612,2295,41,26,8,11,10,607,53
Ariel Lassiter,CRC,"FW,MF",28,Inter Miami,MLS,1.7,78,0,8,31,41,5,78,7,2,28.6,3,42.9,57,402,138,6,5,1,4,1,62,21
Ariel Lassiter,CRC,"DF,MF",28,CF Montréal,MLS,17.7,817,16,119,353,355,44,816,31,15,48.4,12,38.7,477,2879,1438,55,38,12,27,3,546,138
Aritz Arambarri,ESP,DF,26,Leganés,Segunda Division,17.9,969,115,491,448,33,8,969,3,3,100.0,0,0.0,502,2651,1542,5,3,0,7,1,596,2
Arjan Raikhy,ENG,MF,20,Leicester City,EFL,0.0,1,0,0,0,1,0,1,0,0,0.0,0,0.0,3,12,0,0,0,0,0,2,2,1
Arkadiusz Reca,POL,DF,28,Spezia,Serie B,11.8,593,30,171,203,224,26,593,30,15,50.0,13,43.3,300,1875,862,24,17,3,20,8,321,54
Armand Gnanduillet,CIV,FW,31,Dunkerque,Ligue 2,8.4,281,10,30,128,126,42,281,8,4,50.0,2,25.0,184,916,266,9,3,0,20,4,210,60
Armando González,MEX,"FW,MF",20,Guadalajara,Liga MX,0.4,16,0,3,8,5,2,16,0,0,0.0,0,0.0,8,23,12,1,0,1,2,1,11,2
Armindo Sieb,GER,"FW,MF",20,Greuther Fürth,2. Bundesliga,24.5,906,9,60,351,505,151,906,90,31,34.4,53,58.9,576,3461,1533,61,31,36,69,47,706,182
Arnau Ortiz,ESP,"MF,FW",22,Eldense,Segunda Division,3.2,125,1,10,50,71,9,125,22,9,40.9,11,50.0,86,629,312,8,6,3,6,8,83,12
Arnau Ortiz,ESP,"FW,MF",22,Cartagena,Segunda Division,5.5,221,2,31,81,120,18,221,33,16,48.5,13,39.4,149,1099,511,19,12,6,23,13,154,37
Arnau Puigmal,ESP,"MF,DF",23,Elche,Segunda Division,6.6,307,2,31,113,169,21,307,16,6,37.5,10,62.5,170,930,297,6,3,2,17,10,195,66
Arnau Solà,ESP,DF,21,Cartagena,Segunda Division,9.1,482,28,145,194,152,7,482,11,8,72.7,3,27.3,224,1414,591,16,12,0,11,2,246,48
Arnaud Ake,CIV,FW,25,Tijuana,Liga MX,1.5,50,1,3,13,34,11,50,6,3,50.0,3,50.0,25,164,88,3,2,0,6,4,36,13
Arnaud Ake,CIV,FW,25,Mazatlán,Liga MX,5.9,163,6,11,72,83,23,163,11,3,27.3,7,63.6,87,489,162,5,7,2,27,9,118,22
Arnaud Balijon,FRA,GK,40,Dunkerque,Ligue 2,23.2,1005,771,1001,4,0,0,1005,0,0,0.0,0,0.0,690,4132,2826,0,0,0,2,0,488,0
Arnaud Souquet,FRA,DF,30,Fire,MLS,20.3,1153,67,348,544,276,15,1153,36,19,52.8,15,41.7,572,3380,1770,55,27,5,30,12,662,88
Arne Sicker,GER,"DF,FW",26,Elversberg,2. Bundesliga,1.8,125,6,37,55,36,8,125,10,5,50.0,4,40.0,58,306,184,7,3,2,6,1,75,12
Arnór Sigurðsson,ISL,"FW,MF",24,Blackburn,EFL,16.2,739,15,94,299,352,50,739,19,5,26.3,13,68.4,445,2126,894,25,20,9,29,21,594,159
Arquimides Ordonez,GUA,FW,19,FC Cincinnati,MLS,3.1,99,1,9,41,51,13,99,21,9,42.9,8,38.1,59,298,129,5,1,2,3,6,72,21
Artur,BRA,MF,26,Dynamo FC,MLS,30.3,1936,105,649,1056,247,14,1936,49,33,67.3,13,26.5,1176,4635,1667,8,28,4,22,26,1350,23
Artur Ioniță,MDA,MF,32,Calcio Lecco 1912,Serie B,31.6,1278,36,249,708,342,77,1278,30,13,43.3,16,53.3,579,2899,1413,37,31,4,35,18,736,89
Arturo Calabresi,ITA,DF,27,Pisa,Serie B,16.0,1148,55,412,561,184,25,1148,27,16,59.3,11,40.7,627,2807,1500,25,18,5,13,7,694,43
Arturo Ortiz,MEX,DF,30,FC Juárez,Liga MX,6.5,374,57,209,152,18,7,374,6,5,83.3,1,16.7,160,878,486,3,2,0,4,1,176,1
Arturo Ortiz,MEX,DF,30,UNAM,Liga MX,5.4,374,36,179,187,11,3,374,2,1,50.0,1,50.0,188,876,512,3,3,0,2,0,222,2
Arvin Appiah,ENG,"FW,MF",22,Rotherham Utd,EFL,9.3,341,7,49,141,166,11,341,39,15,38.5,18,46.2,226,1740,836,30,20,8,27,13,213,46
Ashley Barnes,ENG,"MF,FW",33,Norwich City,EFL,27.8,724,33,130,364,235,89,723,15,6,40.0,7,46.7,396,1263,457,12,13,4,47,26,531,89
Ashley Fletcher,ENG,"FW,MF",27,Sheffield Weds,EFL,6.8,187,7,16,77,94,30,187,6,1,16.7,4,66.7,105,542,151,6,1,0,20,4,126,35
Ashley Phillips,WAL,DF,18,Plymouth Argyle,EFL,15.4,893,138,530,343,26,4,893,5,3,60.0,1,20.0,434,2310,1171,5,3,1,11,5,500,1
Ashley Westwood,ENG,MF,32,Charlotte,MLS,28.1,1793,58,358,986,458,27,1793,16,8,50.0,5,31.3,944,3662,1606,19,27,3,27,16,1294,67
Asier Illarramendi,ESP,MF,32,FC Dallas,MLS,7.7,661,25,151,400,116,1,661,6,4,66.7,2,33.3,394,1879,984,14,16,1,7,5,470,11
Asmir Begović,BIH,GK,36,QPR,EFL,45.0,1567,1389,1558,9,0,0,1567,0,0,0.0,0,0.0,776,3681,2223,0,0,0,0,0,718,0
Assan Ouedraogo,GER,"MF,FW",17,Schalke 04,2. Bundesliga,9.2,332,10,47,157,134,34,332,60,31,51.7,25,41.7,191,1314,555,21,11,11,23,16,217,35
Assane Dioussé,SEN,MF,25,Auxerre,Ligue 2,18.2,1384,57,315,980,104,3,1384,12,6,50.0,5,41.7,1072,6106,2463,12,12,1,21,10,943,18
Augusto Lotti,ITA,FW,27,Cruz Azul,Liga MX,1.5,36,0,2,19,15,2,36,1,0,0.0,1,100.0,20,112,14,1,0,0,2,2,24,10
Augusto Solari,ARG,"FW,MF",31,Atlas,Liga MX,12.8,577,17,97,293,197,19,577,37,19,51.4,14,37.8,350,1816,855,32,27,4,36,18,380,62
Aurel Badji Wagbe,GER,DF,19,Holstein Kiel,2. Bundesliga,0.0,5,0,3,1,1,0,5,0,0,0.0,0,0.0,2,2,0,0,0,0,1,0,3,0
Aurélien Scheidler,FRA,FW,26,FC Andorra,Segunda Division,17.0,447,18,29,204,215,66,446,22,11,50.0,9,40.9,261,1013,350,9,9,5,55,14,359,82
Aurélien Scheidler,FRA,FW,25,Bari,Serie B,1.1,36,1,1,23,12,1,36,3,3,100.0,0,0.0,16,61,25,1,1,2,1,1,28,1
Avilés Hurtado,COL,"FW,MF",36,FC Juárez,Liga MX,19.2,1050,14,79,524,471,77,1046,74,29,39.2,37,50.0,666,4243,2065,78,47,25,71,23,753,140
Axel Kei,USA,FW,15,RSL,MLS,0.1,3,0,0,0,3,2,3,0,0,0.0,0,0.0,1,14,11,0,0,0,0,0,1,1
Axel Tuanzebe,COD,DF,25,Ipswich Town,EFL,15.3,1139,73,482,529,141,14,1139,17,10,58.8,7,41.2,615,2908,1544,11,10,1,11,9,682,11
Axel Urie,CTA,"MF,FW",24,US Concarneau,Ligue 2,19.2,920,24,143,412,388,59,918,87,45,51.7,38,43.7,738,6405,2841,79,68,20,61,33,709,166
Ayman Arguigue,MAR,FW,19,Huesca,Segunda Division,0.0,3,0,0,1,2,1,3,0,0,0.0,0,0.0,1,2,0,0,0,0,0,1,3,1
Ayman Ben Mohamed,TUN,DF,28,Guingamp,Ligue 2,12.6,853,30,217,431,217,10,853,19,11,57.9,6,31.6,470,2821,1448,30,19,4,8,9,405,30
Aymen Barkok,MAR,MF,25,Hertha BSC,2. Bundesliga,9.4,475,24,137,249,92,14,475,14,10,71.4,4,28.6,221,1203,639,19,11,4,14,7,291,19
Aymen Boutoutaou,FRA,"MF,FW",22,Valenciennes,Ligue 2,16.0,829,13,117,418,317,44,828,75,36,48.0,32,42.7,601,4237,1909,58,47,10,47,38,538,111
Aynsley Pears,ENG,GK,25,Blackburn,EFL,25.7,1058,882,1055,3,0,0,1058,0,0,0.0,0,0.0,543,2494,1442,0,0,0,1,0,493,0
Ayo Akinola,CAN,FW,23,Toronto FC,MLS,6.2,207,3,13,86,110,15,207,7,2,28.6,3,42.9,119,519,164,6,5,3,20,12,165,40
Ayo Akinola,CAN,"FW,MF",23,SJ Earthquakes,MLS,0.6,28,4,8,9,11,2,28,0,0,0.0,0,0.0,12,31,22,0,2,0,4,0,15,3
Ayoub Amraoui,MAR,DF,19,Amiens,Ligue 2,7.5,512,19,178,254,87,6,512,8,5,62.5,3,37.5,348,2093,1100,24,16,1,8,4,316,33
Ayoub Jabbari,MAR,FW,23,Paris FC,Ligue 2,9.0,314,14,43,133,146,41,314,25,12,48.0,12,48.0,220,1440,561,17,8,10,34,21,237,56
Ayrton Preciado,ECU,"MF,DF",29,Querétaro,Liga MX,0.4,31,1,4,13,14,0,31,3,1,33.3,2,66.7,10,49,11,1,1,0,2,1,16,7
Aziel Jackson,USA,"MF,FW",21,St. Louis,MLS,12.4,552,8,66,209,286,46,552,43,20,46.5,17,39.5,336,2183,998,28,19,15,49,25,367,69
Aïman Maurer,MAR,"MF,FW",18,Dunkerque,Ligue 2,7.7,328,6,55,143,137,28,328,40,15,37.5,22,55.0,241,2042,694,22,13,10,29,21,233,69
Ba-Muaka Simakala,CGO,"MF,FW",26,Kaiserslautern,2. Bundesliga,1.3,47,0,4,23,20,5,47,3,2,66.7,1,33.3,24,134,80,3,0,1,2,3,32,4
Ba-Muaka Simakala,CGO,"MF,FW",26,Holstein Kiel,2. Bundesliga,3.6,148,1,13,57,81,10,148,7,5,71.4,2,28.6,75,407,211,6,7,1,11,13,88,20
Babatunde Akinsola,NGA,"MF,FW",21,Valladolid,Segunda Division,3.2,162,3,16,70,80,19,162,20,4,20.0,12,60.0,99,980,456,16,11,7,12,6,107,42
Bae Junho,KOR,"FW,MF",19,Stoke City,EFL,26.6,1172,12,144,484,562,70,1172,82,36,43.9,42,51.2,729,4817,2125,79,52,19,77,45,813,222
Bailey-Tye Cadamarteri,JAM,FW,18,Sheffield Weds,EFL,12.2,257,8,20,109,129,48,257,20,1,5.0,18,90.0,118,635,184,7,6,3,37,9,156,53
Bakaye Dibassy,MLI,DF,33,Minnesota Utd,MLS,5.3,253,21,101,120,33,6,253,3,2,66.7,1,33.3,129,650,337,5,3,0,7,1,168,19
